Target_genes	ZNF398|Average	SRX3322508|293	SRX3322509|293	SRX6742746|hES_BG01V	SRX6742745|hESC_H9	SRX16497164|K-562	SRX16497166|K-562	STRING
SLC7A8	63.166667	158	221	0	0	0	0	0
SET	63.166667	92	287	0	0	0	0	0
SEPHS1	63.166667	165	214	0	0	0	0	0
PLAT	63.166667	139	240	0	0	0	0	0
LRRK2	63.166667	169	210	0	0	0	0	0
BICD1	63.166667	131	248	0	0	0	0	0
STAT3	63.000000	211	167	0	0	0	0	0
SRRD	63.000000	159	219	0	0	0	0	0
RITA1	63.000000	137	241	0	0	0	0	0
RDH13	63.000000	159	219	0	0	0	0	0
PCGF1	63.000000	200	178	0	0	0	0	0
NADK	63.000000	183	195	0	0	0	0	0
HPS4	63.000000	159	219	0	0	0	0	0
DNAJC10	63.000000	168	210	0	0	0	0	0
DDX54	63.000000	137	241	0	0	0	0	0
CCNT2	63.000000	217	161	0	0	0	0	0
ACTN2	63.000000	206	172	0	0	0	0	0
ZNF747	62.833333	120	257	0	0	0	0	0
ZNF219	62.833333	120	257	0	0	0	0	0
TMCO6	62.833333	169	208	0	0	0	0	0
NOC4L	62.833333	183	194	0	0	0	0	0
GPR37	62.833333	189	188	0	0	0	0	0
DST	62.833333	114	263	0	0	0	0	0
DDX51	62.833333	183	194	0	0	0	0	0
TMEM101	62.666667	169	207	0	0	0	0	0
TGM2	62.666667	139	237	0	0	0	0	0
TBC1D25	62.666667	144	232	0	0	0	0	0
STON1-GTF2A1L	62.666667	128	248	0	0	0	0	0
STON1	62.666667	128	248	0	0	0	0	0
SNAP25	62.666667	127	249	0	0	0	0	0
LONRF3	62.666667	235	141	0	0	0	0	0
CCDC184	62.666667	107	269	0	0	0	0	0
ATF6	62.666667	162	214	0	0	0	0	0
ALCAM	62.666667	98	278	0	0	0	0	0
ZNF786	62.500000	152	223	0	0	0	0	0
ZBTB7C	62.500000	201	174	0	0	0	0	0
UIMC1	62.500000	166	209	0	0	0	0	0
RBM34	62.500000	180	195	0	0	0	0	0
PLD6	62.500000	184	191	0	0	0	0	0
MED23	62.500000	154	221	0	0	0	0	0
FEZF2	62.500000	182	193	0	0	0	0	0
FBXW7	62.500000	146	229	0	0	0	0	0
FBLIM1	62.500000	74	170	131	0	0	0	0
EFCAB10	62.500000	167	208	0	0	0	0	0
SOX21	62.333333	175	199	0	0	0	0	0
SH3BP2	62.333333	124	250	0	0	0	0	0
MFSD8	62.333333	174	200	0	0	0	0	0
CYB5R4	62.333333	148	226	0	0	0	0	0
CDKN2C	62.333333	144	230	0	0	0	0	0
ATXN7	62.333333	143	231	0	0	0	0	0
APOBEC3F	62.333333	156	218	0	0	0	0	0
ABHD18	62.333333	174	200	0	0	0	0	0
TCAIM	62.166667	142	231	0	0	0	0	0
PNMT	62.166667	138	235	0	0	0	0	0
MOB3A	62.166667	149	224	0	0	0	0	0
MED6	62.166667	167	206	0	0	0	0	0
IZUMO4	62.166667	149	224	0	0	0	0	0
DHDDS	62.166667	198	175	0	0	0	0	0
BIRC5	62.166667	127	246	0	0	0	0	0
ARHGEF15	62.166667	231	142	0	0	0	0	0
TMEM161B	62.000000	147	225	0	0	0	0	0
STMN4	62.000000	163	209	0	0	0	0	0
PCDHAC2	62.000000	183	189	0	0	0	0	0
CHMP7	62.000000	196	176	0	0	0	0	0
BEX4	62.000000	163	209	0	0	0	0	0
ZBTB10	61.833333	149	222	0	0	0	0	0
SZT2	61.833333	170	201	0	0	0	0	0
SNX3	61.833333	172	199	0	0	0	0	0
RCOR2	61.833333	139	232	0	0	0	0	0
MED8	61.833333	170	201	0	0	0	0	0
ISCA1	61.833333	148	223	0	0	0	0	0
FUT8	61.833333	90	281	0	0	0	0	0
ESYT2	61.833333	137	234	0	0	0	0	0
EPRS1	61.833333	164	207	0	0	0	0	0
CCDC91	61.833333	130	241	0	0	0	0	0
ZNF428	61.666667	182	188	0	0	0	0	0
TMEM116	61.666667	101	269	0	0	0	0	0
POLR1D	61.666667	134	236	0	0	0	0	0
PIP4K2B	61.666667	137	233	0	0	0	0	0
OST4	61.666667	149	221	0	0	0	0	0
LNX2	61.666667	134	236	0	0	0	0	0
ERP29	61.666667	101	269	0	0	0	0	0
AJM1	61.666667	119	251	0	0	0	0	0
ADCY3	61.666667	108	262	0	0	0	0	0
SPIN3	61.500000	167	202	0	0	0	0	0
PKN1	61.500000	148	221	0	0	0	0	0
NIPAL4	61.500000	118	251	0	0	0	0	0
CAMLG	61.500000	137	232	0	0	0	0	0
SAXO2	61.333333	127	241	0	0	0	0	0
RC3H2	61.333333	158	210	0	0	0	0	0
KRTCAP2	61.333333	128	240	0	0	0	0	0
IL17REL	61.333333	176	192	0	0	0	0	0
EFL1	61.333333	127	241	0	0	0	0	0
TMEM144	61.166667	91	276	0	0	0	0	0
SYNGR2	61.166667	163	204	0	0	0	0	0
RFT1	61.166667	140	227	0	0	0	0	0
MFAP3	61.166667	176	191	0	0	0	0	0
LRRC8C	61.166667	144	223	0	0	0	0	0
KIFAP3	61.166667	195	172	0	0	0	0	0
FAM114A2	61.166667	176	191	0	0	0	0	0
FA2H	61.166667	175	192	0	0	0	0	0
DECR2	61.166667	0	367	0	0	0	0	0
BDP1	61.166667	154	213	0	0	0	0	0
ZNF221	61.000000	177	189	0	0	0	0	0
ZFP14	61.000000	174	192	0	0	0	0	0
SLC17A7	61.000000	180	186	0	0	0	0	0
MSANTD2	61.000000	144	222	0	0	0	0	0
DUSP5	61.000000	0	366	0	0	0	0	0
CDKL2	61.000000	148	218	0	0	0	0	0
ZNF644	60.833333	139	226	0	0	0	0	0
SLC6A15	60.833333	159	206	0	0	0	0	0
RHOU	60.833333	0	365	0	0	0	0	0
PNP	60.833333	165	200	0	0	0	0	0
NKRF	60.833333	193	172	0	0	0	0	0
MPZL1	60.833333	145	220	0	0	0	0	0
ZNF853	60.666667	118	246	0	0	0	0	0
UBL7	60.666667	199	165	0	0	0	0	0
SLC25A13	60.666667	150	214	0	0	0	0	0
MIGA2	60.666667	171	193	0	0	0	0	0
LRIG2	60.666667	156	208	0	0	0	0	0
KDM5A	60.666667	177	187	0	0	0	0	0
FBXO42	60.666667	0	364	0	0	0	0	0
DOCK7	60.666667	116	248	0	0	0	0	0
CCDC77	60.666667	177	187	0	0	0	0	0
SPATA6	60.500000	153	210	0	0	0	0	0
PRORP	60.500000	181	182	0	0	0	0	0
PPP2R3C	60.500000	181	182	0	0	0	0	0
MALT1	60.500000	143	220	0	0	0	0	0
LIPG	60.500000	147	216	0	0	0	0	0
ITGB8	60.500000	128	235	0	0	0	0	0
CCZ1	60.500000	146	217	0	0	0	0	0
CCNB1	60.500000	151	212	0	0	0	0	0
ARHGAP29	60.333333	124	238	0	0	0	0	0
TRIM71	60.166667	133	228	0	0	0	0	0
THADA	60.166667	152	209	0	0	0	0	0
TALDO1	60.166667	149	212	0	0	0	0	0
RNASET2	60.166667	155	206	0	0	0	0	0
PRCP	60.166667	185	176	0	0	0	0	0
PIMREG	60.166667	119	242	0	0	0	0	0
GZMM	60.166667	218	143	0	0	0	0	0
DDIAS	60.166667	185	176	0	0	0	0	0
COIL	60.166667	220	141	0	0	0	0	0
APOE	60.166667	0	361	0	0	0	0	0
NME6	60.000000	147	213	0	0	0	0	0
MCRIP1	60.000000	186	174	0	0	0	0	0
DCHS2	60.000000	101	259	0	0	0	0	0
CDKN2AIPNL	60.000000	113	247	0	0	0	0	0
CADPS	60.000000	0	360	0	0	0	0	0
SUMO2	59.833333	0	359	0	0	0	0	0
SKIV2L	59.833333	137	222	0	0	0	0	0
NELFE	59.833333	137	222	0	0	0	0	0
MGAT3	59.833333	0	359	0	0	0	0	0
FZD5	59.833333	148	211	0	0	0	0	0
EIF1AD	59.833333	154	205	0	0	0	0	0
CEBPG	59.833333	132	227	0	0	0	0	0
BANF1	59.833333	154	205	0	0	0	0	0
SIDT1	59.666667	159	199	0	0	0	0	0
SEL1L3	59.666667	170	188	0	0	0	0	0
PSMD11	59.666667	142	216	0	0	0	0	0
PARP14	59.666667	0	358	0	0	0	0	0
PAIP1	59.666667	0	358	0	0	0	0	0
NAGK	59.666667	157	201	0	0	0	0	0
CLCN6	59.666667	132	226	0	0	0	0	0
C1orf174	59.666667	149	209	0	0	0	0	0
TEX10	59.500000	148	209	0	0	0	0	0
RGS7BP	59.500000	109	248	0	0	0	0	0
PRUNE2	59.500000	133	224	0	0	0	0	0
PPP1CB	59.500000	188	169	0	0	0	0	0
FBXO6	59.500000	154	203	0	0	0	0	0
CLASRP	59.500000	117	240	0	0	0	0	0
AHI1	59.500000	143	214	0	0	0	0	0
ZNF420	59.333333	151	205	0	0	0	0	0
RCAN2	59.333333	106	250	0	0	0	0	0
MYBL2	59.333333	158	198	0	0	0	0	0
MARK2	59.333333	126	230	0	0	0	0	0
GPRIN3	59.333333	96	260	0	0	0	0	0
ETV1	59.333333	148	208	0	0	0	0	0
CDC25B	59.333333	106	250	0	0	0	0	0
TCF12	59.166667	117	238	0	0	0	0	0
TAGLN	59.166667	126	229	0	0	0	0	0
PUS10	59.166667	153	202	0	0	0	0	0
PEX13	59.166667	153	202	0	0	0	0	0
ID4	59.166667	0	355	0	0	0	0	0
DEGS1	59.166667	0	355	0	0	0	0	0
CSDE1	59.166667	178	177	0	0	0	0	0
ZNF143	59.000000	160	194	0	0	0	0	0
TARS1	59.000000	110	244	0	0	0	0	0
SLC24A1	59.000000	193	161	0	0	0	0	0
PTGES3	59.000000	140	214	0	0	0	0	0
PRICKLE4	59.000000	120	234	0	0	0	0	0
PIKFYVE	59.000000	143	211	0	0	0	0	0
INTS14	59.000000	193	161	0	0	0	0	0
HIRIP3	59.000000	163	191	0	0	0	0	0
EMID1	59.000000	156	198	0	0	0	0	0
CLDN12	59.000000	130	224	0	0	0	0	0
ZYG11B	58.833333	182	171	0	0	0	0	0
ZNF530	58.833333	132	221	0	0	0	0	0
HES3	58.833333	141	212	0	0	0	0	0
HEBP2	58.833333	106	247	0	0	0	0	0
FBXO7	58.833333	131	222	0	0	0	0	0
CLTA	58.833333	171	182	0	0	0	0	0
YRDC	58.666667	144	208	0	0	0	0	0
TYK2	58.666667	148	204	0	0	0	0	0
TSGA10	58.666667	121	231	0	0	0	0	0
TIMM22	58.666667	171	181	0	0	0	0	0
SOCS3	58.666667	148	204	0	0	0	0	0
SH3GL3	58.666667	178	174	0	0	0	0	0
FOXP2	58.666667	168	184	0	0	0	0	0
FBXO32	58.666667	123	229	0	0	0	0	0
DLG4	58.666667	232	120	0	0	0	0	0
CCDC169-SOHLH2	58.666667	160	192	0	0	0	0	0
CCDC169	58.666667	160	192	0	0	0	0	0
C2orf15	58.666667	121	231	0	0	0	0	0
C1orf122	58.666667	144	208	0	0	0	0	0
SH3KBP1	58.500000	164	187	0	0	0	0	0
RAB3B	58.500000	0	351	0	0	0	0	0
ISM1	58.500000	0	351	0	0	0	0	0
EPHA8	58.500000	160	191	0	0	0	0	0
EFHD1	58.500000	138	213	0	0	0	0	0
CNOT6	58.500000	182	169	0	0	0	0	0
ARHGEF12	58.500000	183	168	0	0	0	0	0
AFG1L	58.500000	139	212	0	0	0	0	0
YWHAE	58.333333	120	230	0	0	0	0	0
VPS16	58.333333	117	233	0	0	0	0	0
TCAF1	58.333333	138	212	0	0	0	0	0
SLIT2	58.333333	160	190	0	0	0	0	0
SLC35F3	58.333333	159	191	0	0	0	0	0
RAD51	58.333333	111	239	0	0	0	0	0
PCED1A	58.333333	117	233	0	0	0	0	0
FBXO9	58.333333	121	229	0	0	0	0	0
EFEMP2	58.333333	195	155	0	0	0	0	0
CASKIN1	58.333333	125	225	0	0	0	0	0
MYRIP	58.166667	110	239	0	0	0	0	0
FADS1	58.166667	159	190	0	0	0	0	0
ERRFI1	58.166667	80	269	0	0	0	0	0
CEP135	58.166667	115	234	0	0	0	0	0
CELSR3	58.166667	201	148	0	0	0	0	0
PPP2R2D	58.000000	177	171	0	0	0	0	0
MARK4	58.000000	137	211	0	0	0	0	0
MAP3K4	58.000000	160	188	0	0	0	0	0
DENR	58.000000	173	175	0	0	0	0	0
CYB561D1	58.000000	150	198	0	0	0	0	0
B4GALT3	58.000000	139	209	0	0	0	0	0
ACVR1C	58.000000	150	198	0	0	0	0	0
DDX42	57.833333	181	166	0	0	0	0	0
CCDC47	57.833333	181	166	0	0	0	0	0
ANXA3	57.833333	160	187	0	0	0	0	0
ZNF777	57.666667	175	171	0	0	0	0	0
SLC25A12	57.666667	183	163	0	0	0	0	0
PTPN14	57.666667	140	206	0	0	0	0	0
GET1	57.666667	85	261	0	0	0	0	0
TXLNG	57.500000	186	159	0	0	0	0	0
SMG5	57.500000	130	215	0	0	0	0	0
IGF2BP2	57.500000	0	345	0	0	0	0	0
CDK12	57.500000	164	181	0	0	0	0	0
P4HTM	57.333333	144	200	0	0	0	0	0
LURAP1L	57.333333	135	209	0	0	0	0	0
CNOT4	57.333333	139	205	0	0	0	0	0
CCDC120	57.333333	92	252	0	0	0	0	0
BOLA2-SMG1P6	57.333333	145	199	0	0	0	0	0
ZNF575	57.166667	125	218	0	0	0	0	0
TSC22D2	57.166667	148	195	0	0	0	0	0
SP7	57.166667	177	166	0	0	0	0	0
PSME1	57.166667	157	186	0	0	0	0	0
IGSF10	57.166667	135	208	0	0	0	0	0
DPP8	57.166667	205	138	0	0	0	0	0
CTDSPL2	57.166667	150	193	0	0	0	0	0
CLPP	57.166667	116	227	0	0	0	0	0
CCDC24	57.166667	133	210	0	0	0	0	0
CABP1	57.166667	0	343	0	0	0	0	0
CA14	57.166667	194	149	0	0	0	0	0
ZSCAN18	57.000000	140	202	0	0	0	0	0
YES1	57.000000	0	342	0	0	0	0	0
VOPP1	57.000000	156	186	0	0	0	0	0
TNFAIP2	57.000000	0	342	0	0	0	0	0
TES	57.000000	0	342	0	0	0	0	0
SPAG1	57.000000	140	202	0	0	0	0	0
SMPD2	57.000000	162	180	0	0	0	0	0
PRSS12	57.000000	113	229	0	0	0	0	0
PPIL6	57.000000	162	180	0	0	0	0	0
CEL	57.000000	107	235	0	0	0	0	0
SWI5	56.833333	170	171	0	0	0	0	0
SPP1	56.833333	0	341	0	0	0	0	0
SMARCC2	56.833333	0	341	0	0	0	0	0
RNF40	56.833333	165	176	0	0	0	0	0
NAP1L1	56.833333	104	237	0	0	0	0	0
JRK	56.833333	155	186	0	0	0	0	0
GOLGA2	56.833333	170	171	0	0	0	0	0
FZD1	56.833333	149	192	0	0	0	0	0
FUNDC1	56.833333	149	192	0	0	0	0	0
CCDC189	56.833333	165	176	0	0	0	0	0
ANLN	56.833333	168	173	0	0	0	0	0
ZDHHC22	56.666667	147	193	0	0	0	0	0
TPR	56.666667	154	186	0	0	0	0	0
TMEM218	56.666667	185	155	0	0	0	0	0
SKA1	56.666667	171	169	0	0	0	0	0
RBM27	56.666667	0	340	0	0	0	0	0
ODR4	56.666667	154	186	0	0	0	0	0
ODF2	56.666667	94	246	0	0	0	0	0
NUDT12	56.666667	148	192	0	0	0	0	0
NLRC5	56.666667	173	167	0	0	0	0	0
WNT2B	56.500000	122	217	0	0	0	0	0
TMEM104	56.500000	158	181	0	0	0	0	0
THNSL1	56.500000	137	202	0	0	0	0	0
SLC25A24	56.500000	163	176	0	0	0	0	0
NAT9	56.500000	158	181	0	0	0	0	0
MUS81	56.500000	110	229	0	0	0	0	0
MPP2	56.500000	115	224	0	0	0	0	0
ELP3	56.500000	165	174	0	0	0	0	0
CDC73	56.500000	115	224	0	0	0	0	0
BRSK2	56.500000	133	206	0	0	0	0	0
ARPC3	56.500000	94	245	0	0	0	0	0
AK4	56.500000	110	229	0	0	0	0	0
TMEM229B	56.333333	121	217	0	0	0	0	0
SDCCAG8	56.333333	0	338	0	0	0	0	0
PLEKHH1	56.333333	121	217	0	0	0	0	0
PCDHAC1	56.333333	130	208	0	0	0	0	0
CAMK1	56.333333	181	157	0	0	0	0	0
ARL1	56.333333	164	174	0	0	0	0	0
TMEM98	56.166667	156	181	0	0	0	0	0
TBX6	56.166667	92	140	0	0	0	105	0
SOX7	56.166667	120	217	0	0	0	0	0
POLB	56.166667	172	165	0	0	0	0	0
PELO	56.166667	109	228	0	0	0	0	0
PAFAH2	56.166667	161	176	0	0	0	0	0
JMJD1C	56.166667	109	228	0	0	0	0	0
ITGA1	56.166667	109	228	0	0	0	0	0
CD302	56.166667	104	233	0	0	0	0	0
ZBTB17	56.000000	148	188	0	0	0	0	0
TCEAL9	56.000000	155	181	0	0	0	0	0
RBM22	56.000000	119	217	0	0	0	0	0
KCTD3	56.000000	150	186	0	0	0	0	0
TBC1D2B	55.833333	153	182	0	0	0	0	0
SUMO1	55.833333	150	185	0	0	0	0	0
SPRY4	55.833333	117	218	0	0	0	0	0
NOS1AP	55.833333	97	238	0	0	0	0	0
MAFB	55.833333	144	191	0	0	0	0	0
EML3	55.833333	160	175	0	0	0	0	0
CDYL	55.833333	0	335	0	0	0	0	0
C18orf25	55.833333	153	182	0	0	0	0	0
FGFR2	55.666667	126	208	0	0	0	0	0
FAM98C	55.666667	109	225	0	0	0	0	0
DUSP10	55.666667	145	189	0	0	0	0	0
ARL2	55.666667	100	234	0	0	0	0	0
NUP85	55.500000	184	149	0	0	0	0	0
MAN2C1	55.500000	185	148	0	0	0	0	0
LRCH4	55.500000	120	213	0	0	0	0	0
FBXO24	55.500000	120	213	0	0	0	0	0
CDADC1	55.500000	123	210	0	0	0	0	0
TSPAN31	55.333333	116	216	0	0	0	0	0
SLK	55.333333	0	332	0	0	0	0	0
NASP	55.333333	129	203	0	0	0	0	0
JADE3	55.333333	141	191	0	0	0	0	0
FBN1	55.333333	92	240	0	0	0	0	0
ADD3	55.333333	155	177	0	0	0	0	0
TSLP	55.166667	163	168	0	0	0	0	0
TMEM114	55.166667	164	167	0	0	0	0	0
RNF125	55.166667	159	172	0	0	0	0	0
MAPKAPK5	55.166667	131	200	0	0	0	0	0
FERMT1	55.166667	0	331	0	0	0	0	0
FBXO22	55.166667	130	201	0	0	0	0	0
ATP2A3	55.166667	132	199	0	0	0	0	0
SREBF2	55.000000	124	206	0	0	0	0	0
SGF29	55.000000	171	159	0	0	0	0	0
PINX1	55.000000	149	181	0	0	0	0	0
LANCL3	55.000000	153	177	0	0	0	0	0
APH1B	55.000000	159	171	0	0	0	0	0
URB2	54.833333	143	186	0	0	0	0	0
TAF5L	54.833333	143	186	0	0	0	0	0
STRADA	54.833333	124	205	0	0	0	0	0
RAP1GAP	54.833333	196	133	0	0	0	0	0
LSM5	54.833333	146	183	0	0	0	0	0
FOXK1	54.833333	211	118	0	0	0	0	0
CXorf58	54.833333	163	166	0	0	0	0	0
AVL9	54.833333	146	183	0	0	0	0	0
VWA5B2	54.666667	169	159	0	0	0	0	0
SGIP1	54.666667	131	197	0	0	0	0	0
RYR3	54.666667	119	209	0	0	0	0	0
PDS5B	54.666667	0	328	0	0	0	0	0
PDGFRL	54.666667	107	221	0	0	0	0	0
NPAS1	54.666667	137	191	0	0	0	0	0
NID2	54.666667	121	207	0	0	0	0	0
MGAT1	54.666667	169	159	0	0	0	0	0
KIF13B	54.666667	0	328	0	0	0	0	0
TTC6	54.500000	147	180	0	0	0	0	0
MPHOSPH8	54.500000	131	196	0	0	0	0	0
LRRC23	54.500000	235	92	0	0	0	0	0
FOXA1	54.500000	147	180	0	0	0	0	0
CDIPT	54.500000	159	168	0	0	0	0	0
SF3A3	54.333333	208	118	0	0	0	0	0
NR2F2	54.333333	174	152	0	0	0	0	0
MYH9	54.333333	158	168	0	0	0	0	0
KPNA3	54.333333	0	326	0	0	0	0	0
FAR1	54.333333	159	167	0	0	0	0	0
FAM118A	54.333333	0	326	0	0	0	0	0
DUSP8	54.333333	0	326	0	0	0	0	0
ZNF425	54.166667	117	208	0	0	0	0	0
ZNF398	54.166667	117	208	0	0	0	0	0
WDR62	54.166667	108	217	0	0	0	0	0
TNC	54.166667	114	211	0	0	0	0	0
THAP8	54.166667	108	217	0	0	0	0	0
SLC7A6	54.166667	127	198	0	0	0	0	0
PRMT1	54.166667	112	213	0	0	0	0	0
KLC3	54.166667	124	201	0	0	0	0	0
GGH	54.166667	104	221	0	0	0	0	0
DMAP1	54.166667	133	192	0	0	0	0	0
C14orf119	54.166667	124	201	0	0	0	0	0
ZFP69B	54.000000	122	202	0	0	0	0	0
NRTN	54.000000	131	193	0	0	0	0	0
KCNG3	54.000000	0	324	0	0	0	0	0
HHIP	54.000000	86	238	0	0	0	0	0
GNAQ	54.000000	0	324	0	0	0	0	0
EIF2D	54.000000	136	188	0	0	0	0	0
DCTD	54.000000	129	195	0	0	0	0	0
CCNG2	54.000000	140	184	0	0	0	0	0
ANK2	54.000000	110	214	0	0	0	0	0
TMEM242	53.833333	117	206	0	0	0	0	0
TASOR	53.833333	128	195	0	0	0	0	0
SUPT5H	53.833333	156	167	0	0	0	0	0
SLC44A2	53.833333	128	195	0	0	0	0	0
RAD50	53.833333	161	162	0	0	0	0	0
ITGB3BP	53.833333	131	192	0	0	0	0	0
EFCAB7	53.833333	131	192	0	0	0	0	0
CUL1	53.833333	0	323	0	0	0	0	0
CD300A	53.833333	195	128	0	0	0	0	0
BMP2K	53.833333	94	229	0	0	0	0	0
AK1	53.833333	99	224	0	0	0	0	0
VTA1	53.666667	196	126	0	0	0	0	0
RFWD3	53.666667	149	173	0	0	0	0	0
NMBR	53.666667	196	126	0	0	0	0	0
MYBL1	53.666667	146	176	0	0	0	0	0
MICALCL	53.666667	149	173	0	0	0	0	0
DEAF1	53.666667	0	322	0	0	0	0	0
CHRNA7	53.666667	154	168	0	0	0	0	0
ASAP1	53.666667	0	322	0	0	0	0	0
SUGCT	53.500000	99	222	0	0	0	0	0
NAPRT	53.500000	129	192	0	0	0	0	0
MPLKIP	53.500000	99	222	0	0	0	0	0
MAP3K10	53.500000	141	180	0	0	0	0	0
LGALS8	53.500000	147	174	0	0	0	0	0
LDAH	53.500000	138	183	0	0	0	0	0
GPR89B	53.500000	142	179	0	0	0	0	0
FRMPD4	53.500000	109	212	0	0	0	0	0
CKMT1B	53.500000	136	185	0	0	0	0	0
ASAP3	53.500000	0	321	0	0	0	0	0
SLC39A10	53.333333	115	205	0	0	0	0	0
SH2D5	53.333333	181	139	0	0	0	0	0
POLI	53.333333	146	174	0	0	0	0	0
PAPSS1	53.333333	107	213	0	0	0	0	0
HOOK1	53.333333	109	211	0	0	0	0	0
AFG3L2	53.333333	125	195	0	0	0	0	0
TMEM40	53.166667	117	202	0	0	0	0	0
RPUSD3	53.166667	135	184	0	0	0	0	0
RNF152	53.166667	133	186	0	0	0	0	0
RASSF1	53.166667	153	166	0	0	0	0	0
POLR3D	53.166667	138	181	0	0	0	0	0
NOL12	53.166667	154	165	0	0	0	0	0
KLHL18	53.166667	143	176	0	0	0	0	0
KIF9	53.166667	143	176	0	0	0	0	0
ILDR1	53.166667	144	175	0	0	0	0	0
HPGD	53.166667	119	200	0	0	0	0	0
GPRASP2	53.166667	141	178	0	0	0	0	0
GBE1	53.166667	104	215	0	0	0	0	0
GAD2	53.166667	185	134	0	0	0	0	0
DOK4	53.166667	78	241	0	0	0	0	0
ATOH8	53.166667	104	215	0	0	0	0	0
ARMCX5-GPRASP2	53.166667	141	178	0	0	0	0	0
REXO5	53.000000	167	151	0	0	0	0	0
OSR1	53.000000	154	164	0	0	0	0	0
NFATC1	53.000000	117	201	0	0	0	0	0
LHX4	53.000000	100	218	0	0	0	0	0
GALNT12	53.000000	128	190	0	0	0	0	0
ERI2	53.000000	167	151	0	0	0	0	0
RRM2B	52.833333	147	170	0	0	0	0	0
RAB7B	52.833333	167	150	0	0	0	0	0
LTN1	52.833333	168	149	0	0	0	0	0
LINS1	52.833333	92	225	0	0	0	0	0
KCNA2	52.833333	129	188	0	0	0	0	0
HES6	52.833333	80	237	0	0	0	0	0
EPHA2	52.833333	114	203	0	0	0	0	0
BCAS3	52.833333	148	169	0	0	0	0	0
ASB7	52.833333	92	225	0	0	0	0	0
WASF1	52.666667	116	200	0	0	0	0	0
NDUFS3	52.666667	182	134	0	0	0	0	0
KBTBD4	52.666667	182	134	0	0	0	0	0
CDC40	52.666667	116	200	0	0	0	0	0
APC	52.666667	110	206	0	0	0	0	0
ZNF800	52.500000	116	199	0	0	0	0	0
RPP25L	52.500000	138	177	0	0	0	0	0
IPPK	52.500000	86	229	0	0	0	0	0
IFT172	52.500000	165	150	0	0	0	0	0
ZSCAN4	52.333333	123	191	0	0	0	0	0
TIAM2	52.333333	0	314	0	0	0	0	0
SWAP70	52.333333	125	189	0	0	0	0	0
SLC44A3	52.333333	0	314	0	0	0	0	0
FRS3	52.333333	80	234	0	0	0	0	0
DUSP15	52.333333	119	195	0	0	0	0	0
DGKZ	52.333333	146	168	0	0	0	0	0
TMEM178A	52.166667	0	313	0	0	0	0	0
SCAMP1	52.166667	131	182	0	0	0	0	0
PDK2	52.166667	146	167	0	0	0	0	0
AGK	52.166667	126	187	0	0	0	0	0
SHC2	52.000000	126	186	0	0	0	0	0
RFXANK	52.000000	147	165	0	0	0	0	0
PEX6	52.000000	0	312	0	0	0	0	0
LIMD2	52.000000	97	215	0	0	0	0	0
IGFBP6	52.000000	94	218	0	0	0	0	0
CDH22	52.000000	0	312	0	0	0	0	0
BORCS8	52.000000	147	165	0	0	0	0	0
TRIM38	51.833333	151	160	0	0	0	0	0
LOC102724951	51.833333	126	185	0	0	0	0	0
LOC102724843	51.833333	126	185	0	0	0	0	0
LOC102724219	51.833333	126	185	0	0	0	0	0
TMEM74B	51.666667	0	310	0	0	0	0	0
STRIP2	51.666667	152	158	0	0	0	0	0
RCOR1	51.666667	0	310	0	0	0	0	0
POGLUT3	51.666667	129	181	0	0	0	0	0
ADAMTSL2	51.666667	152	158	0	0	0	0	0
ZNF585A	51.500000	177	132	0	0	0	0	0
XPO7	51.500000	0	309	0	0	0	0	0
RASSF7	51.500000	89	220	0	0	0	0	0
MAFF	51.500000	140	169	0	0	0	0	0
LMNTD2	51.500000	89	220	0	0	0	0	0
GNE	51.500000	147	162	0	0	0	0	0
FOXS1	51.500000	96	213	0	0	0	0	0
FAM72D	51.500000	0	309	0	0	0	0	0
ZNHIT6	51.333333	148	160	0	0	0	0	0
ZNF780B	51.333333	125	183	0	0	0	0	0
UBXN11	51.333333	152	156	0	0	0	0	0
U2AF1L5	51.333333	163	145	0	0	0	0	0
U2AF1	51.333333	163	145	0	0	0	0	0
TRIM44	51.333333	94	214	0	0	0	0	0
SLC31A1	51.333333	98	210	0	0	0	0	0
SASS6	51.333333	111	197	0	0	0	0	0
PRSS23	51.333333	136	172	0	0	0	0	0
KPTN	51.333333	168	140	0	0	0	0	0
IRAK1BP1	51.333333	116	192	0	0	0	0	0
FKBP15	51.333333	98	210	0	0	0	0	0
WDR11	51.166667	137	170	0	0	0	0	0
SYNJ1	51.166667	90	217	0	0	0	0	0
SEZ6L	51.166667	135	172	0	0	0	0	0
LY6K	51.166667	148	159	0	0	0	0	0
IPO13	51.166667	119	188	0	0	0	0	0
DEPDC5	51.166667	107	200	0	0	0	0	0
AFAP1L1	51.166667	98	209	0	0	0	0	0
VDAC3	51.000000	0	306	0	0	0	0	0
PA2G4	51.000000	89	217	0	0	0	0	0
MIER1	51.000000	86	220	0	0	0	0	0
HCFC2	51.000000	105	201	0	0	0	0	0
GLT8D2	51.000000	105	201	0	0	0	0	0
GIPC1	51.000000	127	179	0	0	0	0	0
DNAI4	51.000000	86	220	0	0	0	0	0
ZFYVE9	50.833333	106	199	0	0	0	0	0
TMEM59	50.833333	115	190	0	0	0	0	0
SRRM3	50.833333	153	152	0	0	0	0	0
SLC35A4	50.833333	89	216	0	0	0	0	0
FAM163B	50.833333	94	211	0	0	0	0	0
CDC42EP5	50.833333	127	178	0	0	0	0	0
