Target_genes	UBTF|Average	SRX2423977|GM12878	SRX2423978|GM12878	SRX2424229|HeLa	SRX2424230|HeLa	SRX10478330|Hep_G2	SRX10478331|Hep_G2	SRX1519704|hESC_H9	SRX1519705|hESC_H9	SRX150418|K-562	SRX150721|K-562	SRX23177015|PLC/PRF/5	SRX23177016|PLC/PRF/5	STRING
VCPIP1	65.583333	0	0	0	0	267	134	0	0	0	156	160	70	0
THBS1	65.583333	0	0	0	0	502	285	0	0	0	0	0	0	0
RNF139	65.583333	0	0	0	0	382	142	0	0	0	121	142	0	0
PSMB2	65.583333	0	0	0	0	382	259	0	0	0	146	0	0	0
FBLIM1	65.583333	0	0	0	0	402	214	0	0	0	171	0	0	0
C8orf44-SGK3	65.583333	0	0	0	0	267	134	0	0	0	156	160	70	0
BEND7	65.583333	0	0	0	0	421	0	0	0	115	251	0	0	0
TTC30A	65.500000	0	0	0	0	405	316	0	0	0	65	0	0	0
PGAP1	65.500000	0	0	0	0	609	177	0	0	0	0	0	0	0
NUS1	65.500000	0	0	0	0	505	281	0	0	0	0	0	0	0
CCT2	65.500000	0	0	0	0	350	315	0	0	0	121	0	0	0
VMP1	65.416667	0	0	0	0	297	326	0	0	0	0	162	0	0
PTRH2	65.416667	0	0	0	0	297	326	0	0	0	0	162	0	0
EMC2	65.416667	0	0	0	0	467	200	0	0	0	118	0	0	0
DSN1	65.416667	0	0	0	0	266	329	0	0	0	190	0	0	0
CSPP1	65.416667	0	0	0	0	280	258	0	0	0	247	0	0	0
ARL15	65.416667	0	0	0	0	535	130	0	0	0	120	0	0	0
ZMYM2	65.333333	0	0	0	0	320	176	0	0	0	175	113	0	0
TMED9	65.333333	0	0	0	0	603	181	0	0	0	0	0	0	0
TKT	65.333333	0	0	0	0	367	0	0	0	0	417	0	0	0
TBX21	65.333333	0	0	0	0	465	151	0	0	0	168	0	0	0
RSPO1	65.333333	0	0	0	0	784	0	0	0	0	0	0	0	0
IQSEC1	65.333333	0	0	0	0	342	0	0	0	128	314	0	0	0
ARHGEF28	65.333333	0	0	0	0	609	175	0	0	0	0	0	0	0
AFG1L	65.333333	0	0	0	0	298	220	0	0	0	147	119	0	0
UAP1L1	65.250000	0	0	0	0	515	139	0	0	0	129	0	0	0
RNF213	65.250000	0	0	0	0	397	225	0	0	0	161	0	0	0
PPP3R1	65.250000	0	0	0	0	293	287	0	0	0	203	0	0	0
NFIL3	65.250000	0	0	0	0	530	122	0	0	0	131	0	0	0
NDUFA10	65.250000	0	0	0	0	519	264	0	0	0	0	0	0	0
KITLG	65.250000	0	0	0	0	480	303	0	0	0	0	0	0	0
YOD1	65.166667	0	0	0	0	311	264	0	0	0	207	0	0	0
THAP11	65.166667	0	0	0	0	345	266	0	0	0	171	0	0	0
SLC15A4	65.166667	0	0	0	0	499	131	0	0	0	152	0	0	0
PHKA2	65.166667	0	0	0	0	120	65	0	0	0	0	315	282	0
JADE2	65.166667	0	0	0	0	259	127	0	0	0	227	169	0	0
FEM1A	65.166667	0	0	0	0	350	188	0	0	0	0	244	0	0
CWC25	65.166667	0	0	0	0	313	322	0	0	0	147	0	0	0
ZNF576	65.083333	0	0	0	0	364	161	0	0	113	143	0	0	0
IRGQ	65.083333	0	0	0	0	364	161	0	0	113	143	0	0	0
INIP	65.083333	0	0	0	0	193	181	0	0	146	160	101	0	0
C5orf15	65.083333	0	0	0	0	389	207	0	0	0	185	0	0	0
ZNF407	65.000000	0	0	0	0	480	300	0	0	0	0	0	0	0
SIRT7	65.000000	0	0	0	0	520	0	0	0	0	260	0	0	0
LOC388282	65.000000	0	0	0	0	279	192	0	0	93	216	0	0	0
COPRS	65.000000	0	0	0	0	445	169	0	0	0	166	0	0	0
PARVA	64.916667	0	0	0	0	641	138	0	0	0	0	0	0	0
MBLAC1	64.916667	0	0	0	0	206	193	0	0	187	193	0	0	0
MAP2K3	64.916667	0	0	0	0	553	141	0	0	0	0	85	0	0
LDAH	64.916667	0	0	0	0	419	360	0	0	0	0	0	0	0
GGH	64.916667	0	0	0	0	253	179	0	0	0	124	145	78	0
GALK1	64.916667	0	0	0	0	289	144	0	0	80	266	0	0	0
FANCD2	64.916667	0	0	0	0	414	205	0	0	0	160	0	0	0
AHDC1	64.916667	0	0	0	0	523	0	0	0	108	148	0	0	0
UXS1	64.833333	0	0	0	0	504	125	0	0	0	149	0	0	0
SRSF3	64.833333	0	0	0	0	355	277	0	0	0	146	0	0	0
RBM34	64.833333	0	0	0	0	315	316	0	0	0	147	0	0	0
HID1	64.833333	0	0	0	0	499	279	0	0	0	0	0	0	0
FHOD1	64.833333	0	0	0	0	375	224	0	0	0	179	0	0	0
FAF2	64.833333	0	0	0	0	447	206	0	0	0	125	0	0	0
WNK1	64.750000	0	0	0	0	668	0	0	0	0	109	0	0	0
TFCP2	64.750000	0	0	0	0	280	209	0	0	83	109	96	0	0
SRRM3	64.750000	0	0	0	0	515	0	0	0	0	262	0	0	0
RORA	64.750000	0	0	0	0	646	131	0	0	0	0	0	0	0
PMPCA	64.750000	0	0	0	0	414	182	0	0	0	181	0	0	0
PLPBP	64.750000	0	0	0	0	332	254	0	0	0	191	0	0	0
MAML3	64.750000	0	0	0	0	248	177	0	0	169	183	0	0	0
LAMP1	64.750000	0	0	0	0	540	237	0	0	0	0	0	0	0
ENTR1	64.750000	0	0	0	0	414	182	0	0	0	181	0	0	0
ZCCHC14	64.666667	0	0	0	0	538	133	0	0	0	105	0	0	0
SPACA6	64.666667	0	0	0	0	246	143	0	0	133	254	0	0	0
SLC12A9	64.666667	0	0	0	0	351	176	0	0	127	122	0	0	0
SH3BP5L	64.666667	0	0	0	0	172	139	0	0	0	231	138	96	0
RPL9	64.666667	0	0	0	0	285	177	0	0	122	192	0	0	0
PIMREG	64.666667	0	0	0	0	386	230	0	0	0	0	160	0	0
MIEF2	64.666667	0	0	0	0	409	285	0	0	0	82	0	0	0
LIAS	64.666667	0	0	0	0	285	177	0	0	122	192	0	0	0
LCMT2	64.666667	0	0	0	0	381	246	0	0	0	149	0	0	0
GJA3	64.666667	0	0	0	0	657	0	0	0	0	119	0	0	0
EMD	64.666667	0	0	0	0	187	0	0	0	0	0	387	202	0
ADAL	64.666667	0	0	0	0	381	246	0	0	0	149	0	0	0
ZBTB4	64.583333	0	0	0	0	215	304	0	0	0	131	0	125	0
TRIM59	64.583333	0	0	0	0	243	144	0	0	123	265	0	0	0
TCF4	64.583333	0	0	0	0	693	0	0	0	0	82	0	0	0
SRA1	64.583333	0	0	0	0	314	304	0	0	0	157	0	0	0
PLEKHG3	64.583333	0	0	0	0	543	232	0	0	0	0	0	0	0
HERC2	64.583333	0	0	0	0	411	132	0	0	0	111	121	0	0
GDA	64.583333	0	0	0	0	529	246	0	0	0	0	0	0	0
EMC6	64.583333	0	0	0	0	347	224	0	0	0	106	98	0	0
CLK2	64.583333	0	0	0	0	332	175	0	0	0	79	95	94	0
ZNF445	64.500000	0	0	0	0	285	172	0	0	162	155	0	0	0
TMEM168	64.500000	0	0	0	0	285	214	0	0	93	182	0	0	0
PPT2	64.500000	0	0	0	0	355	251	0	0	0	168	0	0	0
NUDCD1	64.500000	0	0	0	0	298	241	0	0	106	129	0	0	0
CENPS-CORT	64.500000	0	0	0	0	270	192	0	0	137	175	0	0	0
CENPS	64.500000	0	0	0	0	270	192	0	0	137	175	0	0	0
STK40	64.416667	0	0	0	0	113	80	0	0	0	141	263	176	0
POR	64.416667	0	0	0	0	415	286	0	0	0	72	0	0	0
PDLIM2	64.416667	0	0	0	0	523	250	0	0	0	0	0	0	0
EOMES	64.416667	0	0	0	0	617	156	0	0	0	0	0	0	0
ALDH9A1	64.416667	0	0	0	0	408	216	0	0	0	149	0	0	0
TMEM116	64.333333	0	0	0	0	296	277	0	0	81	118	0	0	0
PMP22	64.333333	0	0	0	0	500	137	0	0	0	135	0	0	0
MAP7D1	64.333333	0	0	0	0	498	0	0	0	0	274	0	0	0
DNAJC13	64.333333	0	0	0	0	371	251	0	0	0	150	0	0	0
WDR62	64.250000	0	0	0	0	165	154	0	0	0	0	330	122	0
WDR43	64.250000	0	0	0	0	533	238	0	0	0	0	0	0	0
TLNRD1	64.250000	0	0	0	0	458	151	0	0	0	162	0	0	0
THAP8	64.250000	0	0	0	0	165	154	0	0	0	0	330	122	0
SLC25A1	64.250000	0	0	0	0	198	0	0	0	149	424	0	0	0
SETD1B	64.250000	0	0	0	0	214	114	0	0	161	282	0	0	0
RPP40	64.250000	0	0	0	0	217	158	0	0	0	105	173	118	0
PHAX	64.250000	0	0	0	0	339	256	0	0	0	176	0	0	0
CTSC	64.250000	0	0	0	0	349	158	0	0	0	264	0	0	0
ZNF264	64.166667	0	0	0	0	586	184	0	0	0	0	0	0	0
RPL28	64.166667	0	0	0	0	250	297	0	0	0	223	0	0	0
PPM1F	64.166667	0	0	0	0	298	71	0	0	0	401	0	0	0
MSH2	64.166667	0	0	0	0	328	223	0	0	0	219	0	0	0
THRAP3	64.083333	0	0	0	0	149	114	0	0	0	104	272	130	0
RPS6	64.083333	0	0	0	0	395	277	0	0	0	97	0	0	0
PGP	64.083333	0	0	0	0	187	0	0	0	0	134	284	164	0
OGFRL1	64.083333	0	0	0	0	674	95	0	0	0	0	0	0	0
KANK1	64.083333	0	0	0	0	515	127	0	0	0	127	0	0	0
ISL2	64.083333	0	0	0	0	435	149	0	0	0	185	0	0	0
HEXD	64.083333	0	0	0	0	378	156	0	0	0	90	145	0	0
FAM83G	64.083333	0	0	0	0	623	146	0	0	0	0	0	0	0
TAOK2	64.000000	0	0	0	0	409	245	0	0	0	114	0	0	0
SIK2	64.000000	0	0	0	0	388	224	0	0	0	156	0	0	0
NAA38	64.000000	0	0	0	0	333	157	0	0	0	157	121	0	0
FLVCR1	64.000000	0	0	0	0	501	267	0	0	0	0	0	0	0
CYB5D1	64.000000	0	0	0	0	333	157	0	0	0	157	121	0	0
APOB	64.000000	0	0	0	0	547	221	0	0	0	0	0	0	0
ZBTB33	63.916667	0	0	0	0	376	233	0	0	0	158	0	0	0
PPP2R5D	63.916667	0	0	0	0	269	204	0	0	0	164	130	0	0
NYAP1	63.916667	0	0	0	0	220	0	0	0	179	368	0	0	0
NUFIP1	63.916667	0	0	0	0	502	265	0	0	0	0	0	0	0
NGFR	63.916667	0	0	0	0	203	0	0	0	117	447	0	0	0
HADH	63.916667	0	0	0	0	494	273	0	0	0	0	0	0	0
GPALPP1	63.916667	0	0	0	0	502	265	0	0	0	0	0	0	0
FKBP1A	63.916667	0	0	0	0	553	94	0	0	0	120	0	0	0
CENPE	63.916667	0	0	0	0	424	232	0	0	0	111	0	0	0
CBWD6	63.916667	0	0	0	0	314	312	0	0	0	141	0	0	0
BPNT2	63.916667	0	0	0	0	430	175	0	0	0	162	0	0	0
WASHC5	63.833333	0	0	0	0	401	292	0	0	0	73	0	0	0
PTBP2	63.833333	0	0	0	0	338	154	0	0	105	169	0	0	0
NSMCE2	63.833333	0	0	0	0	401	292	0	0	0	73	0	0	0
MEX3C	63.833333	0	0	0	0	267	167	0	0	0	122	210	0	0
ILRUN	63.833333	0	0	0	0	582	184	0	0	0	0	0	0	0
GADD45GIP1	63.833333	0	0	0	0	357	164	0	0	0	245	0	0	0
FGF9	63.833333	0	0	0	0	489	0	0	0	85	192	0	0	0
EIF4A1	63.833333	0	0	0	0	256	156	0	0	0	101	148	105	0
DHRS3	63.833333	0	0	0	0	274	181	0	0	112	199	0	0	0
ZNF682	63.750000	0	0	0	0	536	229	0	0	0	0	0	0	0
RPL12	63.750000	0	0	0	0	321	349	0	0	0	95	0	0	0
LRSAM1	63.750000	0	0	0	0	321	349	0	0	0	95	0	0	0
CMSS1	63.750000	0	0	0	0	309	290	0	0	0	166	0	0	0
SLC2A4	63.666667	0	0	0	0	231	341	0	0	0	192	0	0	0
SLC25A43	63.666667	0	0	0	0	582	0	0	0	81	101	0	0	0
SAPCD2	63.666667	0	0	0	0	240	96	0	0	140	288	0	0	0
PIGW	63.666667	0	0	0	0	311	241	0	0	0	101	111	0	0
MYO19	63.666667	0	0	0	0	311	241	0	0	0	101	111	0	0
HMGN2	63.666667	0	0	0	0	325	144	0	0	100	195	0	0	0
E2F7	63.666667	0	0	0	0	416	172	0	0	0	176	0	0	0
DENND5A	63.666667	0	0	0	0	462	133	0	0	0	169	0	0	0
ZNF791	63.583333	0	0	0	0	297	227	0	0	0	239	0	0	0
ZNF490	63.583333	0	0	0	0	297	227	0	0	0	239	0	0	0
TBL2	63.583333	0	0	0	0	376	0	0	0	87	159	141	0	0
SDHD	63.583333	0	0	0	0	233	370	0	0	0	160	0	0	0
PPARGC1A	63.583333	0	0	0	0	210	153	0	0	148	252	0	0	0
MRPS23	63.583333	0	0	0	0	297	379	0	0	0	87	0	0	0
ZNF286A	63.500000	0	0	0	0	357	405	0	0	0	0	0	0	0
SPRTN	63.500000	0	0	0	0	383	162	0	0	0	217	0	0	0
PRRG2	63.500000	0	0	0	0	172	205	0	0	106	279	0	0	0
PLA2G4C	63.500000	0	0	0	0	189	166	0	0	111	296	0	0	0
OAF	63.500000	0	0	0	0	418	158	0	0	0	186	0	0	0
NOSIP	63.500000	0	0	0	0	172	205	0	0	106	279	0	0	0
EXOC8	63.500000	0	0	0	0	383	162	0	0	0	217	0	0	0
CFDP1	63.500000	0	0	0	0	432	248	0	0	0	82	0	0	0
FNDC4	63.416667	0	0	0	0	440	0	0	0	116	205	0	0	0
ZC3H8	63.333333	0	0	0	0	499	261	0	0	0	0	0	0	0
RCAN3	63.333333	0	0	0	0	399	175	0	0	0	186	0	0	0
RBSN	63.333333	0	0	0	0	292	298	0	0	0	170	0	0	0
FAM210B	63.333333	0	0	0	0	358	267	0	0	0	135	0	0	0
C17orf49	63.333333	0	0	0	0	252	178	0	0	0	0	182	148	0
ANG	63.333333	0	0	0	0	426	208	0	0	0	126	0	0	0
UGGT2	63.250000	0	0	0	0	452	307	0	0	0	0	0	0	0
PDIA5	63.250000	0	0	0	0	553	206	0	0	0	0	0	0	0
PDE4D	63.250000	0	0	0	0	542	217	0	0	0	0	0	0	0
OXSM	63.250000	0	0	0	0	307	261	0	0	0	191	0	0	0
GNB5	63.250000	0	0	0	0	625	0	0	0	0	134	0	0	0
GEMIN5	63.250000	0	0	0	0	338	295	0	0	0	126	0	0	0
TRMT61B	63.166667	0	0	0	0	429	329	0	0	0	0	0	0	0
STUM	63.166667	0	0	0	0	627	0	0	0	0	131	0	0	0
RPRD1A	63.166667	0	0	0	0	419	238	0	0	0	101	0	0	0
ATRIP	63.166667	0	0	0	0	481	138	0	0	0	139	0	0	0
ADCY9	63.166667	0	0	0	0	431	90	0	0	87	150	0	0	0
ZKSCAN3	63.083333	0	0	0	0	319	227	0	0	0	211	0	0	0
ULK4	63.083333	0	0	0	0	165	213	0	0	0	291	88	0	0
SLCO2A1	63.083333	0	0	0	0	642	115	0	0	0	0	0	0	0
SLC38A2	63.083333	0	0	0	0	375	262	0	0	0	120	0	0	0
SLC25A37	63.083333	0	0	0	0	453	131	0	0	0	173	0	0	0
RCCD1	63.083333	0	0	0	0	128	122	0	0	150	214	143	0	0
MACO1	63.083333	0	0	0	0	480	127	0	0	0	150	0	0	0
KLHL2	63.083333	0	0	0	0	631	0	0	0	0	126	0	0	0
KIF11	63.083333	0	0	0	0	332	190	0	0	107	128	0	0	0
HNRNPL	63.083333	0	0	0	0	118	0	0	0	0	0	311	328	0
NKIRAS2	63.000000	0	0	0	0	345	295	0	0	0	116	0	0	0
NHLRC2	63.000000	0	0	0	0	506	163	0	0	87	0	0	0	0
MRAS	63.000000	0	0	0	0	478	141	0	0	0	137	0	0	0
MARVELD3	63.000000	0	0	0	0	495	261	0	0	0	0	0	0	0
GAPDH	63.000000	0	0	0	0	371	185	0	0	0	0	99	101	0
DCLRE1A	63.000000	0	0	0	0	506	163	0	0	87	0	0	0	0
B3GNTL1	63.000000	0	0	0	0	347	128	0	0	0	153	128	0	0
TMEM39B	62.916667	0	0	0	0	227	139	0	0	183	206	0	0	0
STK25	62.916667	0	0	0	0	506	164	0	0	0	0	85	0	0
PTP4A2	62.916667	0	0	0	0	315	176	0	0	0	120	144	0	0
PCSK6	62.916667	0	0	0	0	488	97	0	0	0	170	0	0	0
TAF9	62.833333	0	0	0	0	445	309	0	0	0	0	0	0	0
RAD17	62.833333	0	0	0	0	445	309	0	0	0	0	0	0	0
POLR3F	62.833333	0	0	0	0	373	381	0	0	0	0	0	0	0
NOC2L	62.833333	0	0	0	0	657	97	0	0	0	0	0	0	0
MIIP	62.833333	0	0	0	0	326	166	0	0	76	186	0	0	0
INPP5E	62.833333	0	0	0	0	476	0	0	0	128	150	0	0	0
IMPA1	62.833333	0	0	0	0	338	314	0	0	0	102	0	0	0
DZANK1	62.833333	0	0	0	0	373	381	0	0	0	0	0	0	0
CHAF1B	62.833333	0	0	0	0	332	0	0	0	120	302	0	0	0
AK6	62.833333	0	0	0	0	445	309	0	0	0	0	0	0	0
UBR4	62.750000	0	0	0	0	382	224	0	0	0	147	0	0	0
UBE2S	62.750000	0	0	0	0	323	0	0	0	0	0	274	156	0
TLR5	62.750000	0	0	0	0	0	0	0	0	172	581	0	0	0
ST3GAL3	62.750000	0	0	0	0	464	187	0	0	0	0	102	0	0
SIRT2	62.750000	0	0	0	0	138	199	0	0	0	66	226	124	0
SETBP1	62.750000	0	0	0	0	501	135	0	0	0	117	0	0	0
RAB3IP	62.750000	0	0	0	0	335	296	0	0	0	122	0	0	0
PTCD3	62.750000	0	0	0	0	408	345	0	0	0	0	0	0	0
POLR1A	62.750000	0	0	0	0	408	345	0	0	0	0	0	0	0
NFKBIB	62.750000	0	0	0	0	138	199	0	0	0	66	226	124	0
LYSMD2	62.750000	0	0	0	0	442	0	0	0	113	198	0	0	0
COPB2	62.750000	0	0	0	0	283	193	0	0	0	277	0	0	0
ARHGEF1	62.750000	0	0	0	0	289	211	0	0	0	253	0	0	0
ZNF821	62.666667	0	0	0	0	411	97	0	0	116	128	0	0	0
NSUN3	62.666667	0	0	0	0	351	254	0	0	0	147	0	0	0
FLYWCH1	62.666667	0	0	0	0	383	98	0	0	92	179	0	0	0
FAM110A	62.666667	0	0	0	0	392	214	0	0	0	146	0	0	0
DHFR2	62.666667	0	0	0	0	351	254	0	0	0	147	0	0	0
PRDX2	62.583333	0	0	0	0	326	326	0	0	0	99	0	0	0
SUSD2	62.500000	0	0	0	0	390	360	0	0	0	0	0	0	0
PC	62.500000	0	0	0	0	192	190	0	0	0	102	176	90	0
LEO1	62.500000	0	0	0	0	320	174	0	0	87	169	0	0	0
DDX27	62.500000	0	0	0	0	269	264	0	0	0	217	0	0	0
COPB1	62.500000	0	0	0	0	373	252	0	0	0	125	0	0	0
BRI3BP	62.500000	0	0	0	0	396	94	0	0	136	124	0	0	0
UQCRQ	62.416667	0	0	0	0	285	365	0	0	0	99	0	0	0
PRRC2C	62.416667	0	0	0	0	350	247	0	0	0	152	0	0	0
OPHN1	62.416667	0	0	0	0	236	124	0	0	135	254	0	0	0
OGFR	62.416667	0	0	0	0	380	250	0	0	0	119	0	0	0
INPP5A	62.416667	0	0	0	0	335	96	0	0	0	0	179	139	0
GDF9	62.416667	0	0	0	0	285	365	0	0	0	99	0	0	0
DGKZ	62.416667	0	0	0	0	381	0	0	0	121	247	0	0	0
SDC2	62.333333	0	0	0	0	439	309	0	0	0	0	0	0	0
PARPBP	62.333333	0	0	0	0	317	247	0	0	0	184	0	0	0
NUP37	62.333333	0	0	0	0	317	247	0	0	0	184	0	0	0
COA3	62.333333	0	0	0	0	328	420	0	0	0	0	0	0	0
CNTD1	62.333333	0	0	0	0	328	420	0	0	0	0	0	0	0
CARMIL1	62.333333	0	0	0	0	426	135	0	0	0	187	0	0	0
B4GALT5	62.333333	0	0	0	0	460	168	0	0	0	120	0	0	0
ANKRD65	62.333333	0	0	0	0	475	273	0	0	0	0	0	0	0
TRIM39	62.250000	0	0	0	0	312	263	0	0	0	172	0	0	0
TRA2A	62.250000	0	0	0	0	379	226	0	0	0	142	0	0	0
SLC35A4	62.250000	0	0	0	0	230	156	0	0	0	202	159	0	0
PRR5	62.250000	0	0	0	0	436	238	0	0	0	73	0	0	0
NDUFC1	62.250000	0	0	0	0	307	253	0	0	0	187	0	0	0
NAA15	62.250000	0	0	0	0	307	253	0	0	0	187	0	0	0
MVK	62.250000	0	0	0	0	227	294	0	0	0	76	150	0	0
APBB3	62.250000	0	0	0	0	230	156	0	0	0	202	159	0	0
ZNF100	62.166667	0	0	0	0	322	163	0	0	101	160	0	0	0
TPPP	62.166667	0	0	0	0	572	174	0	0	0	0	0	0	0
SQLE	62.166667	0	0	0	0	379	139	0	0	0	119	109	0	0
RNASEH2C	62.166667	0	0	0	0	428	221	0	0	0	97	0	0	0
PNKP	62.166667	0	0	0	0	298	199	0	0	0	0	158	91	0
ACOX3	62.166667	0	0	0	0	377	254	0	0	0	115	0	0	0
XPNPEP1	62.083333	0	0	0	0	509	121	0	0	0	115	0	0	0
THAP12	62.083333	0	0	0	0	423	240	0	0	0	82	0	0	0
SCRN2	62.083333	0	0	0	0	336	145	0	0	132	132	0	0	0
PGLS	62.083333	0	0	0	0	358	219	0	0	0	168	0	0	0
MVB12A	62.083333	0	0	0	0	260	191	0	0	0	178	116	0	0
IQCB1	62.083333	0	0	0	0	342	168	0	0	77	158	0	0	0
GVQW3	62.083333	0	0	0	0	423	240	0	0	0	82	0	0	0
EAF2	62.083333	0	0	0	0	342	168	0	0	77	158	0	0	0
PSME3	62.000000	0	0	0	0	354	291	0	0	0	99	0	0	0
NME2	62.000000	0	0	0	0	491	186	0	0	0	67	0	0	0
HSPB7	62.000000	0	0	0	0	278	217	0	0	0	249	0	0	0
DPM3	62.000000	0	0	0	0	138	257	0	0	131	218	0	0	0
BPGM	62.000000	0	0	0	0	149	132	0	0	111	352	0	0	0
AKAP13	62.000000	0	0	0	0	665	79	0	0	0	0	0	0	0
SHANK2	61.916667	0	0	0	0	668	75	0	0	0	0	0	0	0
RNF41	61.916667	0	0	0	0	251	183	0	0	70	156	83	0	0
LYRM2	61.916667	0	0	0	0	228	281	0	0	0	99	135	0	0
FAM174C	61.916667	0	0	0	0	161	0	0	0	0	210	227	145	0
CTNNA1	61.916667	0	0	0	0	391	174	0	0	0	178	0	0	0
CFAP221	61.916667	0	0	0	0	479	138	0	0	0	126	0	0	0
ABCG2	61.916667	0	0	0	0	519	224	0	0	0	0	0	0	0
VSX1	61.833333	0	0	0	0	509	233	0	0	0	0	0	0	0
RBM14-RBM4	61.833333	0	0	0	0	273	213	0	0	0	135	121	0	0
RBM14	61.833333	0	0	0	0	273	213	0	0	0	135	121	0	0
RARG	61.833333	0	0	0	0	228	138	0	0	0	119	165	92	0
MRPL4	61.833333	0	0	0	0	383	128	0	0	0	95	136	0	0
LPIN1	61.833333	0	0	0	0	401	122	0	0	0	219	0	0	0
ITFG2	61.833333	0	0	0	0	227	290	0	0	0	59	166	0	0
IDH3B	61.833333	0	0	0	0	407	335	0	0	0	0	0	0	0
ZNF805	61.750000	0	0	0	0	343	272	0	0	0	126	0	0	0
ZHX3	61.750000	0	0	0	0	509	232	0	0	0	0	0	0	0
WDR87	61.750000	0	0	0	0	383	145	0	0	0	122	91	0	0
TMEM74B	61.750000	0	0	0	0	640	101	0	0	0	0	0	0	0
SMIM6	61.750000	0	0	0	0	371	370	0	0	0	0	0	0	0
SLC66A2	61.750000	0	0	0	0	622	0	0	0	0	119	0	0	0
SLC38A9	61.750000	0	0	0	0	482	259	0	0	0	0	0	0	0
SIPA1L3	61.750000	0	0	0	0	383	145	0	0	0	122	91	0	0
MTMR4	61.750000	0	0	0	0	267	0	0	0	0	159	192	123	0
MSTO1	61.750000	0	0	0	0	251	162	0	0	0	245	83	0	0
FIBCD1	61.750000	0	0	0	0	0	0	0	0	240	501	0	0	0
BTBD10	61.750000	0	0	0	0	226	204	0	0	78	233	0	0	0
AP2A2	61.750000	0	0	0	0	351	0	0	0	131	259	0	0	0
TMOD2	61.666667	0	0	0	0	442	0	0	0	100	198	0	0	0
TEPP	61.666667	0	0	0	0	0	0	0	0	212	528	0	0	0
PPME1	61.666667	0	0	0	0	346	282	0	0	0	0	112	0	0
PKLR	61.666667	0	0	0	0	369	371	0	0	0	0	0	0	0
NHEJ1	61.666667	0	0	0	0	431	309	0	0	0	0	0	0	0
CHTOP	61.666667	0	0	0	0	279	215	0	0	88	158	0	0	0
CHCHD6	61.666667	0	0	0	0	338	189	0	0	0	213	0	0	0
C2CD3	61.666667	0	0	0	0	346	282	0	0	0	0	112	0	0
VMA21	61.583333	0	0	0	0	373	212	0	0	0	154	0	0	0
SATB1	61.583333	0	0	0	0	739	0	0	0	0	0	0	0	0
LGALS8	61.583333	0	0	0	0	268	179	0	0	129	163	0	0	0
LAGE3	61.583333	0	0	0	0	342	76	0	0	0	134	187	0	0
GPR37	61.583333	0	0	0	0	0	0	0	0	212	527	0	0	0
CBX3	61.583333	0	0	0	0	351	166	0	0	0	140	82	0	0
WNK4	61.500000	0	0	0	0	322	203	0	0	0	213	0	0	0
TANGO6	61.500000	0	0	0	0	441	297	0	0	0	0	0	0	0
PAPOLA	61.500000	0	0	0	0	315	251	0	0	0	172	0	0	0
MRPS36	61.500000	0	0	0	0	310	220	0	0	0	132	76	0	0
CKAP4	61.500000	0	0	0	0	634	0	0	0	0	104	0	0	0
ZCWPW1	61.416667	0	0	0	0	194	141	0	0	0	71	137	194	0
STK32C	61.416667	0	0	0	0	553	184	0	0	0	0	0	0	0
PTPN2	61.416667	0	0	0	0	324	229	0	0	0	0	184	0	0
NLRC5	61.416667	0	0	0	0	476	261	0	0	0	0	0	0	0
MEPCE	61.416667	0	0	0	0	194	141	0	0	0	71	137	194	0
MAST4	61.416667	0	0	0	0	434	156	0	0	0	147	0	0	0
GOLGA5	61.416667	0	0	0	0	392	212	0	0	0	133	0	0	0
FLNB	61.416667	0	0	0	0	385	245	0	0	0	107	0	0	0
CDK12	61.416667	0	0	0	0	461	276	0	0	0	0	0	0	0
CCDC125	61.416667	0	0	0	0	390	347	0	0	0	0	0	0	0
ARFGAP3	61.416667	0	0	0	0	433	153	0	0	0	151	0	0	0
SLCO3A1	61.333333	0	0	0	0	239	168	0	0	160	169	0	0	0
PTDSS2	61.333333	0	0	0	0	261	193	0	0	0	136	146	0	0
PRKAA2	61.333333	0	0	0	0	563	173	0	0	0	0	0	0	0
FAM43B	61.333333	0	0	0	0	420	316	0	0	0	0	0	0	0
CNNM2	61.333333	0	0	0	0	439	151	0	0	0	0	146	0	0
CARMIL2	61.333333	0	0	0	0	456	280	0	0	0	0	0	0	0
ASCC1	61.333333	0	0	0	0	195	271	0	0	0	81	189	0	0
ANAPC16	61.333333	0	0	0	0	195	271	0	0	0	81	189	0	0
ALG10B	61.333333	0	0	0	0	168	368	0	0	0	200	0	0	0
SPAG1	61.250000	0	0	0	0	346	287	0	0	0	102	0	0	0
PRMT1	61.250000	0	0	0	0	91	101	0	0	0	0	275	268	0
GPX1	61.250000	0	0	0	0	352	383	0	0	0	0	0	0	0
BAK1	61.166667	0	0	0	0	314	241	0	0	0	179	0	0	0
UNC119B	61.083333	0	0	0	0	531	0	0	0	0	202	0	0	0
MTCP1	61.083333	0	0	0	0	310	182	0	0	0	241	0	0	0
FN3K	61.083333	0	0	0	0	486	0	0	0	89	158	0	0	0
COPS4	61.083333	0	0	0	0	219	291	0	0	0	223	0	0	0
CMC4	61.083333	0	0	0	0	310	182	0	0	0	241	0	0	0
BRCC3	61.083333	0	0	0	0	310	182	0	0	0	241	0	0	0
BLOC1S5	61.083333	0	0	0	0	406	327	0	0	0	0	0	0	0
SPIN4	61.000000	0	0	0	0	438	158	0	0	0	136	0	0	0
