Target_genes	CHD7|Average	SRX3010215|A549	SRX3010216|A549	SRX1901615|CD34+	SRX9795022|Cerebellum	SRX3010108|GM12878	SRX3010109|GM12878	SRX116455|hESC_H1	SRX186669|hESC_H1	SRX3581475|iPSC_derived_neural_cells	SRX3581477|iPSC_derived_neural_cells	SRX3581509|iPSC_derived_neural_cells	SRX3581511|iPSC_derived_neural_cells	SRX702549|iPSC_derived_neural_cells	SRX3581513|iPSC_derived_neural_crests	SRX3581515|iPSC_derived_neural_crests	SRX3581504|iPS_cells	SRX3581507|iPS_cells	SRX116418|K-562	SRX186674|K-562	STRING
ELOC	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH2	15.631579	0	0	0	218	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0
CYP20A1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACYBP	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf112	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf49	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLZF1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF417	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YEATS4	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM241	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM198	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK24	15.578947	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
SRSF6	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRRM2	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR39U1	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC4	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOL7	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTREX	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLH1	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA8	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B7	15.578947	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
HIRIP3	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ3	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD3	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	148	0	0	0
EPM2AIP1	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX29	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKH	15.578947	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
CRY2	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COQ8B	15.578947	0	0	0	179	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
COA1	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPTM1L	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHPF	15.578947	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf88	15.578947	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
ZSCAN16	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280D	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFPL1	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS35L	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM192	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFIP11	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX6	15.526316	0	0	138	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX1BP3	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TATDN1	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STYX	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSU72	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BGRL2	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCML1	15.526316	0	0	185	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM2B	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB30	15.526316	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
PPAN-P2RY11	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPAN	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX12	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE3	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB9	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT1X	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSANTD4	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYI	15.526316	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
HTATSF1	15.526316	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
HSD17B11	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD2B	15.526316	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
GORAB	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT15	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD8	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC6	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBNA1BP2	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX19A	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD8	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP57	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP46	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDCA5	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCND3	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACHD1	15.526316	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
C1R	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0
ATP6V0D1	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
API5	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	15.526316	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBLCP1	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED9	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGDS	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAGLN	15.473684	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	169	0	0	0
TAF13	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP4	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A6	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN11	15.473684	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
RANBP6	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUSL1	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC3	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDIA5	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCMT1	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN3	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORC3	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITF	15.473684	0	0	83	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED20	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA4	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAR1	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBPL	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM219B	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G3	15.473684	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
EIF4A2	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1G	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUS4L-BCAP29	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUS4L	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUS3L	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFR2	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX11	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG5	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BYSL	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATRAID	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGEF2	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP3	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF891	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF793	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF621	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF10	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP82	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP36	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCC3	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIAP1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM250	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132E	15.421053	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
TEX9	15.421053	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
SERTAD2	15.421053	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
RXYLT1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTKN	15.421053	0	0	0	131	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
RPS6KC1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF34	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLPPR1	15.421053	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
PARVA	15.421053	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
NR1H2	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEURL1B	15.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
NEDD8-MDP1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEDD8	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L1	15.421053	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
MIB2	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LBHD1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD8	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IP6K1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFIT5	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B12	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMPR2	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFR3B	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1AKMT2	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP128	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDPF1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAZ2A	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMBRA1	15.421053	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF92	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF776	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF442	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR75	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASHC4	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC9	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED8	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSR3	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRGAP1	15.368421	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
SCAMP2	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD15	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIMS2	15.368421	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
NUDT4	15.368421	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
NIP7	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADK2	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MZT1	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5E	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA0	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF5B	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL3	15.368421	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
COG8	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP97	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNA2	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D1A	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG3	15.368421	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
C19orf57	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BORA	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP5	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0
BBS10	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1H	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP6	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB40	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED8	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA52	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC12	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOM1L2	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP1	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPPL3	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL9	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIC	15.315789	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
PLXNB1	15.315789	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
PAIP2	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN4	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSRB3	15.315789	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
MRPL18	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC4B	15.315789	0	0	0	189	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
LIAS	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID1	15.315789	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
GOLGB1	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXN2	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM8A1	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRC3	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPH6	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2A	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKE	15.315789	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
CNOT1	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERE	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf67	15.315789	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
C12orf75	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRMS1L	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARIH1	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC11	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALYREF	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF460	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF415	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC5	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR27	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAK1	15.263158	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
TOMM5	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMF1	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRPK2	15.263158	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
SLC26A2	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCMH1	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
RNF40	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOBTB1	15.263158	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
QSOX1	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN1	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POGLUT3	15.263158	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
PMPCB	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OIP5	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUSAP1	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5C	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NQO1	15.263158	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
NOL10	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK11	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPB	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALSL	15.263158	0	0	0	164	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
IPO9	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HADHB	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HADHA	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BC4	15.263158	0	0	175	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AC6	15.263158	0	0	175	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR19	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL12	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM234A	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM131B	15.263158	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
CHN1	15.263158	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
CCDC189	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf120	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN3	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTE1	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF28	15.263158	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
AKAP8	15.263158	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	15.263158	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
ZNF623	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF16	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF107	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIPF2	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCR11	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Z	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V1	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAP2	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNCRIP	15.210526	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
SPATA17	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMPD4	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A7	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNDC1	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGSL1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0
