Target_genes	TCF3|Average	SRX107286|CCRF-CEM	SRX190201|GM12878	SRX10477210|Hep_G2	SRX10477211|Hep_G2	SRX8736984|hESC_derived_neural_cells	SRX8736983|hESC_H1	SRX12024651|hESC_H9	SRX12024653|hESC_H9	SRX656347|ICN12	SRX128780|Jurkat_(Clone_E6-1)	SRX10478377|K-562	SRX10478378|K-562	SRX236115|Kasumi-1	SRX1212540|RAMOS	SRX7083392|RAMOS	SRX2043230|RCH-ACV	SRX158105|RPMI_8402	SRX158106|RPMI_8402	SRX2043226|SEM	STRING
C6orf120	44.736842	0	209	0	0	0	0	0	0	0	0	0	111	0	0	0	530	0	0	0	0
RNF126	44.684211	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	0	0	0
NDUFS8	44.684211	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	402	0	0	0	0
NAXE	44.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	118	0
HTATIP2	44.684211	0	0	0	0	0	0	0	0	0	0	257	225	0	0	0	367	0	0	0	0
CARS2	44.684211	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	750	0	0	0	0
ARHGAP42	44.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0	123	0
ZNF107	44.631579	0	214	0	0	0	0	0	0	0	0	111	82	0	0	0	441	0	0	0	0
TEX33	44.631579	0	0	0	0	0	0	0	0	0	0	0	157	691	0	0	0	0	0	0	0
SEC14L5	44.631579	0	288	0	0	0	0	0	0	0	0	0	0	242	0	0	318	0	0	0	0
PCSK5	44.631579	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	451	0	0	227	0
CLEC4A	44.631579	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	310	0	0	0	0
BNIP1	44.631579	0	131	0	0	0	0	0	0	0	0	97	0	174	0	0	446	0	0	0	0
YWHAE	44.578947	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	97	0
XRCC4	44.578947	0	292	0	0	0	0	0	0	0	0	0	0	154	0	0	401	0	0	0	0
VASN	44.578947	0	0	0	0	0	0	0	0	0	0	195	213	300	0	0	139	0	0	0	0
TMEM167A	44.578947	0	292	0	0	0	0	0	0	0	0	0	0	154	0	0	401	0	0	0	0
PCOLCE	44.578947	0	0	0	0	0	0	0	0	0	0	266	342	0	0	0	239	0	0	0	0
KLF6	44.578947	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0
CLEC4M	44.578947	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0	0	0
BGLAP	44.578947	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	607	0	0	134	0
ATE1	44.578947	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	498	0	0	0	0
ZBTB38	44.526316	0	0	0	0	0	0	0	0	0	0	248	313	165	0	0	120	0	0	0	0
UBE2E1	44.526316	0	88	0	0	0	0	0	0	0	0	0	0	211	0	0	477	0	0	70	0
SIGMAR1	44.526316	0	105	0	0	0	0	0	0	0	0	0	0	80	0	0	546	0	0	115	0
PRRG2	44.526316	0	198	0	0	0	0	0	0	129	0	125	160	0	0	0	234	0	0	0	0
NOSIP	44.526316	0	198	0	0	0	0	0	0	129	0	125	160	0	0	0	234	0	0	0	0
COL4A4	44.526316	0	257	0	0	0	0	0	0	277	0	0	0	0	0	0	312	0	0	0	0
COL4A3	44.526316	0	257	0	0	0	0	0	0	277	0	0	0	0	0	0	312	0	0	0	0
WHRN	44.473684	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	639	0	0	0	0
RETNLB	44.473684	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	719	0	0
MPV17	44.473684	0	90	0	0	0	0	0	0	0	0	0	0	445	0	0	310	0	0	0	0
H2BC3	44.473684	0	248	0	0	0	0	0	0	0	0	0	0	294	0	0	303	0	0	0	0
C11orf58	44.473684	0	179	0	0	0	0	0	0	0	0	0	0	345	0	0	321	0	0	0	0
TMEM150B	44.421053	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	639	0	0	0	0
RASSF7	44.421053	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	517	0	0	111	0
NEDD1	44.421053	0	167	0	0	0	0	0	0	0	0	0	88	136	0	0	453	0	0	0	0
MIDN	44.421053	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	684	0	0	0	0
LMNTD2	44.421053	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	517	0	0	111	0
CCDC126	44.421053	0	0	0	0	0	0	0	0	0	0	0	164	162	0	0	518	0	0	0	0
ZNF319	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0
SAMD13	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	395	0	0	0	0
RPS10-NUDT3	44.368421	0	89	0	0	0	0	0	0	0	0	62	133	321	0	0	238	0	0	0	0
RPS10	44.368421	0	89	0	0	0	0	0	0	0	0	62	133	321	0	0	238	0	0	0	0
RIC8B	44.368421	0	68	0	0	0	0	0	0	0	0	0	100	116	0	0	559	0	0	0	0
MTFR1	44.368421	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0
HLA-A	44.368421	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0
GPR63	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	489	0	0	168	0
GASK1A	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	337	0	0	0	0
FXR2	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	737	0	0	0	0
FRK	44.368421	0	0	0	0	0	0	0	0	0	0	411	432	0	0	0	0	0	0	0	0
CDYL2	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0
C10orf95	44.368421	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	591	0	0	142	0
BOLA3	44.368421	0	173	0	0	0	0	0	0	0	0	96	0	0	0	0	574	0	0	0	0
ZFHX2	44.315789	0	191	0	0	0	0	0	0	0	0	0	0	222	0	0	429	0	0	0	0
XPNPEP3	44.315789	0	109	0	0	0	0	0	0	162	0	0	0	0	0	0	571	0	0	0	0
TAF1D	44.315789	0	256	0	0	0	0	0	0	0	0	120	0	151	0	0	315	0	0	0	0
ST13	44.315789	0	109	0	0	0	0	0	0	162	0	0	0	0	0	0	571	0	0	0	0
SNX33	44.315789	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	116	0
EXOC3	44.315789	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	651	0	0	0	0
DIAPH3	44.315789	0	210	0	0	0	0	0	0	0	0	0	0	300	0	0	332	0	0	0	0
ATP6V0A1	44.315789	0	0	0	0	0	0	0	0	0	0	324	285	0	0	0	233	0	0	0	0
SETD6	44.263158	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	584	0	0	0	0
RGS10	44.263158	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	97	0
PRPSAP2	44.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	109	0
FBXW11	44.263158	0	85	0	0	0	0	0	0	0	0	0	76	0	0	0	610	0	0	70	0
CAD	44.263158	0	0	0	0	0	0	0	0	121	0	0	113	0	0	0	506	0	0	101	0
ARAF	44.263158	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	623	0	0	0	0
ABHD14A-ACY1	44.263158	0	82	0	0	0	0	0	0	0	0	0	0	532	0	0	227	0	0	0	0
ABHD14A	44.263158	0	82	0	0	0	0	0	0	0	0	0	0	532	0	0	227	0	0	0	0
USP35	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	136	0
TXLNG	44.210526	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	517	0	0	223	0
TST	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	715	0	0	0	0
TAB1	44.210526	0	168	0	0	0	0	0	0	0	0	72	123	0	0	0	477	0	0	0	0
SF3B1	44.210526	0	151	0	0	0	0	0	0	117	0	0	0	0	0	0	572	0	0	0	0
OR1F1	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0
MSANTD3	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	498	0	0	0	0
MPST	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	715	0	0	0	0
KCTD21	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	136	0
GFER	44.210526	0	207	0	0	0	0	0	0	0	0	0	186	0	0	0	447	0	0	0	0
CDK8	44.210526	0	103	0	0	0	0	0	0	94	0	0	0	217	0	0	426	0	0	0	0
B3GNT8	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	182	0	200	0	0
PIGH	44.157895	0	173	0	0	0	0	0	0	0	0	78	75	216	0	0	297	0	0	0	0
CORO1A	44.157895	0	0	0	0	0	0	0	0	152	0	0	0	497	0	0	190	0	0	0	0
AHRR	44.157895	0	173	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	208	0	0
ACVR1C	44.157895	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	642	0	0	111	0
TPP2	44.105263	0	163	0	0	0	0	0	0	0	0	0	0	372	0	0	303	0	0	0	0
LSM4	44.105263	0	189	0	0	0	0	0	0	0	0	0	0	148	0	0	501	0	0	0	0
ENO2	44.105263	0	0	0	0	300	0	0	0	0	0	0	0	122	0	0	416	0	0	0	0
DNM1L	44.105263	0	107	0	0	0	0	0	0	0	0	0	105	0	0	0	474	0	0	152	0
ABCC1	44.105263	0	216	0	0	0	0	0	0	0	0	0	0	304	0	0	318	0	0	0	0
USE1	44.052632	0	167	0	114	0	0	0	0	0	0	0	103	0	0	0	453	0	0	0	0
SMAD4	44.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0
SLCO5A1	44.052632	0	117	0	0	0	0	0	0	0	0	0	0	253	0	0	467	0	0	0	0
RHOU	44.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	105	0
LYRM9	44.052632	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	752	0	0	0	0
LRMDA	44.052632	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0	0
CGRRF1	44.052632	0	0	0	0	0	0	0	0	0	0	91	112	177	0	0	457	0	0	0	0
BFAR	44.052632	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0
ZSWIM4	44.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	107	0
TCTA	44.000000	0	119	0	0	0	0	0	0	0	0	0	0	338	0	0	379	0	0	0	0
RHOA	44.000000	0	119	0	0	0	0	0	0	0	0	0	0	338	0	0	379	0	0	0	0
PRKCA	44.000000	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	325	0	0	0	0
LRCH4	44.000000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0
KPTN	44.000000	0	126	0	0	0	0	0	0	0	0	140	135	0	0	0	435	0	0	0	0
FBXO24	44.000000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0
EID2B	44.000000	0	0	0	0	0	0	0	0	103	0	0	142	154	0	0	437	0	0	0	0
ADAMTS10	44.000000	0	0	0	0	0	0	0	0	0	0	106	163	0	0	0	437	0	0	130	0
HASPIN	43.947368	0	153	0	95	0	0	0	0	0	0	58	93	0	0	0	436	0	0	0	0
FAM72C	43.947368	0	0	0	0	0	0	0	0	0	0	154	268	177	0	0	236	0	0	0	0
COX16	43.947368	0	205	0	146	0	0	0	0	0	0	84	0	205	0	0	195	0	0	0	0
ZNF624	43.894737	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0
TNNI1	43.894737	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	356	0	0	0	0
STXBP6	43.894737	0	0	0	0	0	0	0	0	0	0	300	329	0	0	0	205	0	0	0	0
HDAC1	43.894737	0	74	0	0	0	0	0	0	0	0	0	0	178	0	0	490	0	0	92	0
SREK1IP1	43.842105	0	205	0	137	0	0	0	0	119	0	0	94	0	0	0	278	0	0	0	0
RBMXL1	43.842105	0	139	0	0	0	0	0	0	0	0	126	0	0	0	0	568	0	0	0	0
POLR2J2	43.842105	0	236	0	0	0	0	0	0	0	0	0	0	419	0	0	178	0	0	0	0
PIN4	43.842105	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	521	0	0	0	0
NRDE2	43.842105	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	552	0	0	0	0
NR2F1	43.842105	0	0	0	0	0	0	0	0	0	0	402	431	0	0	0	0	0	0	0	0
MED30	43.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	123	0
LIN7C	43.842105	0	172	0	0	0	0	0	0	0	0	0	0	295	0	0	366	0	0	0	0
KYAT3	43.842105	0	139	0	0	0	0	0	0	0	0	126	0	0	0	0	568	0	0	0	0
KIF3B	43.842105	0	97	0	0	98	0	0	0	0	0	91	0	0	0	0	547	0	0	0	0
HTATSF1	43.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0
GRAMD1C	43.842105	0	115	0	0	0	0	0	0	0	0	125	178	176	0	0	239	0	0	0	0
FUCA2	43.842105	0	0	0	0	0	0	0	0	0	0	91	146	334	0	0	262	0	0	0	0
ERCC6	43.842105	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	550	0	0	0	0
CWC27	43.842105	0	205	0	137	0	0	0	0	119	0	0	94	0	0	0	278	0	0	0	0
SNCB	43.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0
PLPP6	43.789474	0	106	0	50	0	0	0	0	0	0	0	0	0	0	0	500	0	0	176	0
P2RY6	43.789474	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0
EIF4E1B	43.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0
THTPA	43.736842	0	124	78	0	0	0	0	0	0	0	0	0	235	0	0	291	0	0	103	0
SRI	43.736842	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	487	0	0	120	0
RASD1	43.736842	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	702	0	0	0	0
P4HTM	43.736842	0	0	0	0	0	0	0	0	0	0	131	202	271	0	0	227	0	0	0	0
KIZ	43.736842	0	321	0	121	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0
FAM172A	43.736842	0	86	0	0	0	0	0	0	87	0	0	74	0	0	0	584	0	0	0	0
BDP1	43.736842	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	504	0	0	0	0
ATXN7L1	43.736842	0	0	0	0	0	0	0	0	0	0	77	145	0	0	0	609	0	0	0	0
ANKRD9	43.736842	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	321	0	0	0	0
TRAPPC12	43.684211	0	85	0	0	0	0	0	0	0	0	90	91	0	0	0	564	0	0	0	0
GNG10	43.631579	0	91	0	0	0	0	0	0	0	0	172	205	0	0	0	361	0	0	0	0
CFAP99	43.631579	0	162	0	0	0	0	0	0	0	0	0	0	234	0	0	433	0	0	0	0
SETDB1	43.578947	0	0	0	0	0	0	0	0	0	0	0	109	111	0	0	608	0	0	0	0
SELENOK	43.578947	0	137	0	0	0	0	0	0	0	0	0	0	180	0	0	511	0	0	0	0
RABL2A	43.578947	0	151	0	0	0	0	0	0	0	0	0	0	256	0	0	421	0	0	0	0
PMEPA1	43.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0
NKX3-1	43.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	145	0
MYH11	43.578947	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	426	0	0	0	0
GPR162	43.578947	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0
FANK1	43.578947	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	581	0	0	109	0
C11orf49	43.578947	0	198	0	0	0	0	0	0	0	0	119	96	0	0	0	415	0	0	0	0
TSPAN33	43.526316	0	79	0	0	0	0	0	0	0	0	0	0	542	0	0	206	0	0	0	0
SLK	43.526316	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	121	0
RASD2	43.526316	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	610	0	0	0	0
MELK	43.526316	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	612	0	0	0	0
AXIN1	43.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0
TMEM38A	43.473684	0	241	0	0	0	0	0	0	0	0	0	0	139	0	0	446	0	0	0	0
ST6GALNAC2	43.473684	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	373	0	0	0	0
SMIM26	43.473684	0	124	0	152	0	0	0	0	0	0	0	0	142	0	0	408	0	0	0	0
REEP5	43.473684	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	446	0	0	121	0
PHRF1	43.473684	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	0
OXA1L	43.473684	0	0	0	79	0	0	0	0	0	0	0	0	309	0	0	438	0	0	0	0
COPB2	43.473684	0	72	0	0	0	0	0	0	103	0	0	83	242	0	0	326	0	0	0	0
TUBA1A	43.421053	0	186	0	0	0	0	0	0	0	0	0	0	242	0	0	397	0	0	0	0
PHLDB2	43.421053	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	498	0	0	0	0
LAMTOR3	43.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	0	0
ZNF91	43.368421	0	128	0	0	0	0	0	0	0	0	0	0	209	0	0	487	0	0	0	0
USP37	43.368421	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0
PPFIA3	43.368421	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	733	0	0	0	0
JAK1	43.368421	0	66	0	0	0	0	0	0	0	0	0	0	102	0	0	582	0	0	74	0
EIF4EBP2	43.368421	0	0	0	0	0	0	0	0	0	0	128	175	0	0	0	521	0	0	0	0
CNOT9	43.368421	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0
CCDC171	43.368421	0	0	0	0	0	0	0	0	71	0	0	0	259	0	0	494	0	0	0	0
CBR4	43.368421	0	70	0	0	0	0	0	0	0	0	0	0	497	0	0	257	0	0	0	0
C19orf73	43.368421	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	733	0	0	0	0
ZNF506	43.315789	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0
USP46	43.315789	0	116	0	0	0	0	0	0	0	0	0	0	226	0	0	372	0	0	109	0
STX3	43.315789	0	0	0	0	0	0	0	0	0	0	205	202	93	0	0	323	0	0	0	0
SEPTIN3	43.315789	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	675	0	0	0	0
PWP2	43.315789	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	622	0	0	102	0
PELI2	43.315789	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	642	0	0	83	0
LOC102724159	43.315789	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	622	0	0	102	0
IL19	43.315789	0	0	0	0	0	0	0	0	339	0	0	0	161	0	0	323	0	0	0	0
COG3	43.315789	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	715	0	0	0	0
C14orf28	43.315789	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	86	0
ARG2	43.315789	0	0	0	0	0	0	0	0	0	0	0	71	335	0	0	417	0	0	0	0
ZRANB2	43.263158	0	128	0	0	0	0	0	0	0	0	74	111	157	0	0	352	0	0	0	0
TNFRSF1A	43.263158	0	0	0	0	0	0	0	0	0	0	167	205	450	0	0	0	0	0	0	0
TANC2	43.263158	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	694	0	0	0	0
SRRM1	43.263158	0	95	0	0	0	0	0	0	181	0	0	101	0	0	0	445	0	0	0	0
SLC25A18	43.263158	0	0	0	0	0	0	0	0	183	0	0	0	146	0	0	493	0	0	0	0
REXO4	43.263158	0	163	0	0	0	0	0	0	0	0	0	116	0	0	0	543	0	0	0	0
MAP4K3	43.263158	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	582	0	0	99	0
ASAP3	43.263158	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	549	0	0	153	0
MRPL52	43.210526	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	649	0	0	0	0
LRRC10B	43.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0
TMCO4	43.157895	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	445	0	0	204	0
SIL1	43.157895	0	162	0	0	0	0	0	0	0	0	80	132	0	0	0	446	0	0	0	0
MYCL	43.157895	0	133	0	0	189	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0
FASTKD2	43.157895	0	229	0	0	0	0	0	0	0	0	0	0	205	0	0	386	0	0	0	0
FAM200A	43.157895	0	116	0	0	0	0	0	0	0	0	72	191	148	0	0	293	0	0	0	0
ACKR1	43.157895	0	0	0	0	0	0	0	0	0	0	321	499	0	0	0	0	0	0	0	0
WDR61	43.105263	0	117	0	0	0	0	0	0	74	0	0	0	292	0	0	336	0	0	0	0
KDM8	43.105263	0	0	0	0	0	0	0	0	0	0	108	140	0	0	0	571	0	0	0	0
IRS2	43.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	0	0	0	0
ATG14	43.105263	0	208	0	96	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0
CUL4B	43.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0
CTNNA1	43.052632	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	622	0	0	0	0
BMP1	43.052632	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	695	0	0	0	0
OAT	43.000000	0	190	0	0	0	0	0	0	0	0	0	0	197	0	0	430	0	0	0	0
MIDEAS	43.000000	0	105	0	0	0	0	0	0	0	0	0	141	0	0	0	571	0	0	0	0
FANCL	43.000000	0	0	85	195	0	0	0	0	0	0	91	0	0	0	0	446	0	0	0	0
FAM222A	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0
SRA1	42.947368	0	279	0	97	0	0	0	0	0	0	105	101	0	0	0	234	0	0	0	0
SLC25A30	42.947368	0	0	0	0	0	0	0	0	102	0	0	0	255	0	0	459	0	0	0	0
RSF1	42.947368	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	500	0	0	113	0
NCK2	42.947368	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	577	0	0	91	0
ABTB1	42.947368	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	118	0
AAMDC	42.947368	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	500	0	0	113	0
ZNF878	42.894737	0	119	0	0	0	0	0	0	92	0	0	0	185	0	0	419	0	0	0	0
LIN9	42.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0
COX8C	42.894737	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	486	0	0	119	0
VPS16	42.842105	0	290	0	0	0	0	0	0	0	0	117	130	0	0	0	277	0	0	0	0
PCED1A	42.842105	0	290	0	0	0	0	0	0	0	0	117	130	0	0	0	277	0	0	0	0
NUP58	42.842105	0	180	0	0	0	0	0	0	0	0	0	86	0	0	0	548	0	0	0	0
MICB	42.842105	0	130	0	0	0	0	0	0	0	0	0	0	355	0	0	329	0	0	0	0
IRF4	42.842105	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
DMWD	42.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0
COPS2	42.842105	0	0	0	81	0	0	0	0	82	0	0	161	0	0	0	490	0	0	0	0
CADM4	42.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0
ZNF185	42.789474	0	0	0	0	0	0	0	0	320	0	0	127	0	0	0	366	0	0	0	0
THYN1	42.789474	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	565	0	0	0	0
RTL6	42.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	0	0	0	0
REST	42.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	127	0
RAC3	42.789474	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	713	0	0	0	0
CCAR1	42.789474	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	433	0	0	91	0
CARD11	42.789474	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	191	0	0
BIN3	42.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	0	0	0	0
ACAD8	42.789474	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	565	0	0	0	0
OTUD7A	42.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	0
MPP7	42.736842	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	404	0	0	0	0
GRK6	42.736842	0	112	0	0	0	0	0	0	0	0	0	114	306	0	0	280	0	0	0	0
GPR161	42.736842	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	428	0	0	0	0
CFAP97D1	42.736842	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	465	0	0
ATP7B	42.736842	0	82	0	116	0	0	0	0	0	0	0	0	0	0	0	614	0	0	0	0
ALG11	42.736842	0	82	0	116	0	0	0	0	0	0	0	0	0	0	0	614	0	0	0	0
XPO4	42.684211	0	253	0	0	0	0	0	0	0	0	0	0	77	0	0	481	0	0	0	0
PSMG3	42.684211	0	197	0	0	0	0	0	0	0	0	0	0	189	0	0	425	0	0	0	0
PARG	42.684211	0	0	0	0	0	0	0	0	0	0	0	89	125	0	0	597	0	0	0	0
MFSD5	42.684211	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	491	0	0	0	0
GIPC1	42.684211	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	679	0	0	0	0
EML4	42.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	101	0
BAD	42.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	0	0	0	0
USP11	42.631579	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	565	0	0	116	0
RPS23	42.631579	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0
MCM7	42.631579	0	97	0	0	0	0	0	0	0	0	0	198	0	0	0	515	0	0	0	0
FAM219A	42.631579	0	103	0	0	0	0	0	0	0	0	0	0	147	0	0	560	0	0	0	0
ENDOD1	42.631579	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	108	0
DNAI1	42.631579	0	103	0	0	0	0	0	0	0	0	0	0	147	0	0	560	0	0	0	0
CATSPERE	42.631579	0	188	0	0	0	0	0	0	65	0	0	0	0	0	0	557	0	0	0	0
ATP6AP1L	42.631579	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0
AP4M1	42.631579	0	97	0	0	0	0	0	0	0	0	0	198	0	0	0	515	0	0	0	0
SMO	42.578947	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	298	0	0	0	0
ODF2L	42.578947	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	458	0	0	0	0
DPH5	42.578947	0	147	0	60	0	0	0	0	0	0	0	78	175	0	0	349	0	0	0	0
