Target_genes	KDM5B|Average	SRX3285563|C49R	SRX3285565|C70R	SRX3285588|C70R	SRX3285589|C70R	SRX3285613|C70R	SRX3285614|C70R	SRX3285576|FULR	SRX3285591|FULR	SRX3285592|FULR	SRX3285604|FULR	SRX3285605|FULR	SRX3285606|FULR	SRX3285608|FULR	SRX265432|HCC2157	SRX10475115|Hep_G2	SRX10475116|Hep_G2	SRX116461|hESC_H1	SRX116462|hESC_H1	SRX186653|hESC_H1	SRX3009990|hESC_H1	SRX3009991|hESC_H1	SRX116428|K-562	SRX116438|K-562	SRX116439|K-562	SRX186782|K-562	SRX055308|MCF-7	SRX055309|MCF-7	SRX055310|MCF-7	SRX055311|MCF-7	SRX055312|MCF-7	SRX265412|MCF-7	SRX265413|MCF-7	SRX265414|MCF-7	SRX3285561|MCF-7	SRX3285578|MCF-7	SRX3285580|MCF-7	SRX3285582|MCF-7	SRX3285584|MCF-7	SRX3285594|MCF-7	SRX3285595|MCF-7	SRX3285610|MCF-7	SRX3285611|MCF-7	SRX265430|MDA-MB-231	SRX265425|SUM_159PT	SRX265422|SUM_185PE	SRX265423|SUM_185PE	SRX265420|T-47D	SRX3285586|TAMR	SRX3285597|TAMR	SRX3285598|TAMR	SRX055303|U-937	SRX055304|U-937	SRX055305|U-937	SRX055306|U-937	STRING
ARHGAP11A	108.092593	157	187	0	0	180	297	0	0	0	284	99	107	0	180	0	294	0	0	0	0	0	0	491	0	450	0	0	0	0	0	140	164	239	143	0	0	0	0	256	181	228	195	148	0	0	298	598	114	0	149	0	258	0	0	0
C8orf48	108.074074	0	0	0	0	0	83	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	420	844	0	0	204	0	0	206	220	149	0	1337	273	0	0	1283	189	0	0	0	0	0	0	0
SHCBP1	108.037037	164	0	0	0	0	87	0	0	0	74	0	0	0	142	0	291	0	0	0	0	0	0	1163	0	999	0	0	0	0	0	0	220	254	0	0	110	0	0	0	123	0	0	253	0	116	931	825	82	0	0	0	0	0	0	0
ZNF558	108.018519	81	99	0	0	0	121	76	0	0	81	0	0	0	435	108	249	0	0	0	0	0	0	406	0	330	0	0	0	0	0	422	485	334	0	0	145	0	0	89	0	62	107	605	0	0	501	933	164	0	0	0	0	0	0	0
RNF13	108.000000	220	161	0	178	92	236	99	0	0	232	111	107	0	141	112	434	0	0	0	0	0	0	228	0	187	0	0	0	0	0	251	337	301	80	153	170	0	0	230	181	225	157	188	0	0	228	535	135	0	123	0	0	0	0	0
INSRR	108.000000	303	0	0	0	0	178	94	0	0	188	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	970	371	0	0	213	0	0	292	246	268	0	0	0	0	0	1619	0	0	0	0	0	0	0	0
VCPIP1	107.981481	0	0	0	0	0	116	0	0	0	0	0	0	0	1077	0	242	0	0	0	0	0	0	511	0	444	168	0	135	0	0	90	119	145	0	0	0	0	0	96	0	0	0	299	276	302	592	1046	0	0	0	0	173	0	0	0
FBXO42	107.981481	137	71	0	0	132	151	102	0	0	171	117	0	0	258	166	439	0	0	0	0	0	0	826	0	718	0	0	0	0	0	184	241	216	0	115	121	0	0	190	157	99	79	236	0	0	228	473	87	0	117	0	0	0	0	0
C8orf44-SGK3	107.981481	0	0	0	0	0	116	0	0	0	0	0	0	0	1077	0	242	0	0	0	0	0	0	511	0	444	168	0	135	0	0	90	119	145	0	0	0	0	0	96	0	0	0	299	276	302	592	1046	0	0	0	0	173	0	0	0
LRRK2	107.962963	167	346	111	339	330	594	151	93	0	274	99	70	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	170	235	105	0	84	155	125	225	87	158	415	111	0	0	252	461	148	0	130	0	0	0	0	0
HSDL2	107.962963	117	134	0	0	150	195	0	0	0	154	90	87	0	223	0	348	0	0	0	0	0	0	717	0	619	0	0	0	0	0	168	341	238	98	0	0	0	0	191	155	116	163	236	0	0	590	700	0	0	0	0	0	0	0	0
GALNT7	107.962963	176	199	0	167	151	263	140	0	119	245	229	110	89	318	0	74	0	0	0	0	0	0	241	0	200	0	0	0	0	0	94	128	172	0	99	158	120	0	294	221	208	346	122	0	0	354	360	187	104	142	0	0	0	0	0
SYT6	107.907407	179	214	0	122	0	0	217	113	131	94	0	0	0	117	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	541	666	0	138	0	165	155	541	411	424	266	0	0	0	227	335	211	0	0	0	0	0	0	0
MDM1	107.907407	166	153	0	0	111	230	164	0	0	275	107	191	0	174	87	299	0	0	0	0	0	0	268	0	207	0	0	0	0	0	173	193	276	115	106	179	0	0	107	174	216	181	175	0	0	303	877	176	0	144	0	0	0	0	0
FNTA	107.907407	0	0	0	0	0	0	0	0	0	0	0	0	0	228	157	588	0	0	0	0	0	0	804	0	709	0	0	0	0	0	160	110	145	0	0	0	0	0	0	0	0	0	474	0	181	821	1286	0	0	0	0	164	0	0	0
WDR26	107.888889	216	133	0	0	0	130	160	0	116	242	192	120	0	280	122	342	0	0	0	0	0	0	621	0	527	0	0	0	0	0	241	293	176	0	0	204	0	0	204	159	140	173	145	0	0	240	258	165	151	76	0	0	0	0	0
ZDHHC3	107.870370	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	302	0	0	0	0	0	0	1137	0	923	152	0	0	0	0	82	249	360	0	0	109	0	0	0	0	0	0	443	0	0	456	1027	121	0	0	0	340	0	0	0
EXOSC7	107.870370	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	302	0	0	0	0	0	0	1137	0	923	152	0	0	0	0	82	249	360	0	0	109	0	0	0	0	0	0	443	0	0	456	1027	121	0	0	0	340	0	0	0
PPP5D1	107.851852	0	0	0	99	0	0	73	0	0	167	0	0	0	142	0	306	0	0	0	0	0	0	620	0	550	356	183	140	0	0	219	370	287	0	0	97	0	0	0	0	98	0	340	0	0	574	566	122	0	0	0	515	0	0	0
MTOR	107.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	219	0	0	0	0	0	0	526	0	442	213	139	116	0	0	194	204	501	0	0	0	0	0	0	0	0	0	252	130	0	724	852	0	0	0	289	468	0	0	0
CALM3	107.851852	0	0	0	99	0	0	73	0	0	167	0	0	0	142	0	306	0	0	0	0	0	0	620	0	550	356	183	140	0	0	219	370	287	0	0	97	0	0	0	0	98	0	340	0	0	574	566	122	0	0	0	515	0	0	0
ARID5B	107.851852	0	0	0	0	109	301	0	0	0	185	81	0	0	253	162	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	354	499	0	0	0	0	0	124	84	114	132	514	301	209	710	638	0	0	91	0	0	0	0	0
ZNF56	107.814815	0	0	0	0	0	101	0	0	0	0	0	0	0	438	100	402	0	0	0	0	0	0	383	0	289	0	0	0	0	0	191	246	400	0	0	0	0	0	0	0	0	0	593	0	116	1069	1301	107	0	0	0	86	0	0	0
PLEKHB2	107.814815	131	0	0	0	0	91	0	0	0	104	0	0	0	389	0	314	0	0	0	0	0	0	1042	0	922	189	0	0	0	0	180	363	405	0	0	0	0	0	100	0	85	0	697	0	0	176	634	0	0	0	0	0	0	0	0
FBXL20	107.814815	0	0	0	0	0	0	88	0	0	98	0	0	0	374	123	354	0	0	0	0	0	0	630	0	503	0	0	0	0	0	148	187	431	0	0	85	0	0	111	135	82	0	700	0	0	493	1280	0	0	0	0	0	0	0	0
SAC3D1	107.796296	206	138	0	74	99	130	72	0	68	152	120	0	0	147	114	432	0	0	0	0	0	0	433	0	392	0	0	0	0	0	166	242	284	75	73	174	113	0	283	146	165	167	254	0	0	226	638	144	94	0	0	0	0	0	0
GTF2H4	107.777778	0	0	0	0	0	0	0	0	0	108	0	0	0	224	0	395	0	0	0	0	0	0	334	0	238	296	223	303	111	0	190	289	395	0	0	0	0	0	0	0	0	0	466	0	0	681	1041	0	0	0	199	327	0	0	0
EXOC6B	107.777778	163	161	0	99	127	262	0	0	0	231	145	102	0	218	132	553	0	0	0	0	0	0	132	0	99	0	0	0	0	0	176	297	341	0	71	91	0	0	225	190	194	176	215	0	86	451	674	105	0	104	0	0	0	0	0
SRP14	107.759259	113	122	0	81	88	202	0	0	0	99	0	0	0	205	123	426	0	0	0	0	0	0	621	0	521	112	0	0	0	0	156	177	345	0	0	105	0	0	195	131	85	98	271	0	0	514	691	113	0	0	0	225	0	0	0
LRRC8C	107.722222	214	162	0	155	128	167	131	0	0	231	100	107	0	627	0	261	0	0	0	0	0	0	208	115	192	0	0	0	0	0	239	127	114	115	86	147	0	0	147	150	173	166	520	0	0	156	541	158	86	94	0	0	0	0	0
FBXL4	107.722222	251	112	0	0	93	191	142	0	0	183	129	0	0	172	159	516	0	0	0	0	0	0	364	0	358	0	0	0	0	0	173	270	257	0	126	179	114	0	238	203	205	154	160	0	0	344	505	124	95	0	0	0	0	0	0
CSTF2	107.703704	122	0	0	0	0	113	0	0	0	98	0	0	0	227	0	308	0	0	0	0	0	0	304	0	237	315	190	166	205	0	223	242	329	0	0	0	0	0	187	334	91	0	221	0	0	289	768	0	0	0	222	531	0	94	0
ATG16L2	107.685185	163	135	0	0	0	119	124	0	0	0	0	71	0	165	76	428	0	0	0	0	0	0	960	0	793	0	0	0	0	0	316	474	453	0	0	103	0	0	150	120	0	0	278	0	0	318	420	149	0	0	0	0	0	0	0
RRN3	107.648148	122	0	0	0	0	140	0	0	0	0	0	0	0	185	231	846	0	0	0	0	0	0	812	0	805	93	0	0	0	0	149	283	522	0	0	0	0	0	0	0	0	0	231	0	0	403	856	0	0	0	0	135	0	0	0
ATP5F1B	107.648148	0	0	0	0	0	127	0	0	0	0	0	0	0	173	148	589	0	0	0	0	0	0	976	0	931	0	0	0	0	0	174	187	503	0	0	0	0	0	142	93	67	0	236	0	0	685	782	0	0	0	0	0	0	0	0
ARHGAP21	107.648148	170	207	92	85	111	230	111	0	0	279	184	0	0	268	0	172	0	0	0	0	0	0	560	0	425	0	0	0	0	0	77	0	241	81	126	150	93	0	252	225	161	172	237	0	0	382	356	148	69	149	0	0	0	0	0
SMCHD1	107.611111	151	143	0	0	127	211	136	0	0	118	82	72	0	248	166	404	0	0	0	0	0	0	740	0	629	0	0	0	0	0	189	140	229	0	98	111	0	0	172	149	144	130	254	0	0	254	356	160	109	89	0	0	0	0	0
NME2	107.611111	135	170	0	0	0	155	156	0	90	252	133	86	0	132	95	344	0	0	0	0	0	0	365	0	288	0	0	0	0	0	284	341	319	100	78	140	0	0	181	141	154	156	365	0	0	179	542	262	83	85	0	0	0	0	0
MKI67	107.611111	214	233	0	169	125	336	146	0	0	212	209	100	0	0	0	188	0	0	0	0	0	0	108	0	109	0	0	0	0	0	105	214	315	153	123	102	0	0	123	239	266	269	233	0	0	404	652	212	142	110	0	0	0	0	0
JTB	107.611111	206	169	0	0	0	223	180	0	0	174	0	0	0	532	162	396	0	0	0	0	0	0	326	0	274	75	0	0	0	0	178	291	227	0	0	139	0	0	164	124	181	102	172	0	0	400	683	171	88	73	0	101	0	0	0
FRMD3	107.611111	194	155	0	0	106	192	88	0	0	179	156	0	0	512	102	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	552	234	0	0	137	0	0	126	134	107	190	301	108	0	433	453	116	75	80	0	0	0	0	0
EHD4	107.592593	122	187	0	0	0	163	0	0	0	129	0	0	0	127	190	533	0	0	0	0	0	0	672	0	611	0	0	0	0	0	239	354	248	0	0	0	0	0	104	124	221	116	260	0	0	574	630	206	0	0	0	0	0	0	0
ITM2B	107.574074	266	123	0	66	109	186	108	0	0	187	173	112	0	107	108	370	0	0	0	0	0	0	341	0	289	0	0	0	0	0	322	271	162	0	113	168	0	0	201	202	195	201	500	0	0	334	477	118	0	0	0	0	0	0	0
USP33	107.537037	154	147	0	0	131	212	96	0	0	278	119	124	0	139	120	478	0	0	0	0	0	0	587	0	501	0	0	0	0	0	128	191	164	0	0	110	0	0	126	170	188	223	252	0	0	325	574	135	0	135	0	0	0	0	0
C1orf56	107.518519	238	179	0	96	185	231	121	0	0	318	138	101	0	492	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	261	333	111	134	242	90	0	279	258	178	152	160	0	0	189	346	195	91	151	0	0	0	0	0
TLN1	107.500000	75	100	0	0	0	69	113	0	0	151	0	0	0	424	0	372	0	0	0	0	0	0	185	0	161	0	0	0	0	0	316	581	541	0	125	0	0	0	100	102	0	112	495	0	206	625	801	151	0	0	0	0	0	0	0
JAZF1	107.500000	210	169	0	104	86	287	118	0	107	264	195	103	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	94	272	0	0	345	268	188	311	586	0	0	412	849	295	0	222	0	0	0	0	0
CREB3	107.500000	75	100	0	0	0	69	113	0	0	151	0	0	0	424	0	372	0	0	0	0	0	0	185	0	161	0	0	0	0	0	316	581	541	0	125	0	0	0	100	102	0	112	495	0	206	625	801	151	0	0	0	0	0	0	0
EXPH5	107.462963	153	195	0	114	143	349	111	0	0	233	212	0	0	149	0	287	0	0	0	0	0	207	212	134	187	0	0	0	0	0	170	176	264	0	86	86	0	0	223	130	206	256	211	0	0	158	711	220	77	143	0	0	0	0	0
PTPRJ	107.425926	273	259	75	167	137	317	126	0	0	260	130	149	0	0	0	138	0	0	0	0	0	0	119	0	0	0	0	0	0	0	144	285	226	116	103	174	97	0	310	204	191	261	315	0	0	197	541	186	118	183	0	0	0	0	0
PSMA6	107.425926	191	0	0	0	0	159	0	0	0	116	0	0	0	215	155	620	0	0	0	0	0	0	247	0	238	222	164	208	0	0	0	180	343	0	0	140	0	0	258	216	125	124	119	0	0	373	1065	0	0	85	0	238	0	0	0
DYNLT1	107.425926	97	106	0	98	0	118	0	0	0	109	0	0	0	258	132	706	0	0	0	0	0	0	929	0	746	0	0	0	0	0	103	273	301	0	102	163	0	0	134	115	65	135	185	0	0	308	533	85	0	0	0	0	0	0	0
RAVER2	107.407407	206	153	0	97	82	258	175	0	97	239	96	0	0	236	79	300	0	0	0	0	0	0	174	0	217	0	0	0	0	0	284	383	234	97	0	135	0	0	154	146	128	151	415	0	0	463	435	260	0	106	0	0	0	0	0
IMMP1L	107.407407	0	0	0	0	0	172	0	0	0	0	0	0	0	183	169	568	0	0	0	0	0	0	966	0	831	202	0	0	0	0	0	154	155	0	0	61	0	0	165	110	169	0	211	0	0	261	633	0	0	0	255	298	112	125	0
ELP4	107.407407	0	0	0	0	0	172	0	0	0	0	0	0	0	183	169	568	0	0	0	0	0	0	966	0	831	202	0	0	0	0	0	154	155	0	0	61	0	0	165	110	169	0	211	0	0	261	633	0	0	0	255	298	112	125	0
PSMD2	107.370370	110	0	0	0	0	0	0	0	0	0	0	0	0	281	118	470	0	0	0	0	0	0	882	0	736	134	0	0	0	0	127	276	249	0	0	128	0	0	115	76	0	0	327	0	0	600	1169	0	0	0	0	0	0	0	0
CHN2	107.370370	200	214	73	172	121	395	103	0	0	427	204	128	0	0	0	387	0	0	0	0	0	0	313	0	311	0	0	0	0	0	113	0	153	98	118	97	77	72	257	151	170	305	0	0	173	228	383	127	97	131	0	0	0	0	0
ZNF16	107.314815	163	99	0	76	82	255	160	0	0	166	0	79	0	254	91	339	0	0	0	0	0	0	312	0	254	0	0	0	0	0	275	234	389	0	0	110	0	0	103	157	0	129	239	0	0	762	801	196	70	0	0	0	0	0	0
SACM1L	107.296296	126	102	0	0	0	101	99	0	0	116	98	0	0	222	82	393	0	0	0	0	0	0	415	239	320	0	0	0	0	0	67	216	216	0	0	85	0	0	79	101	95	110	474	0	144	512	1179	110	0	93	0	0	0	0	0
CDK5RAP2	107.277778	0	0	0	0	92	0	101	0	0	98	0	0	0	315	0	299	0	0	0	0	0	0	333	0	266	123	0	0	0	0	246	325	399	0	0	0	0	0	114	102	77	125	380	0	0	898	1349	0	0	0	0	151	0	0	0
HIPK3	107.240741	180	113	0	113	104	238	153	0	76	159	102	0	65	209	140	327	0	0	0	0	0	0	392	0	332	0	0	0	0	0	254	247	242	101	71	132	0	0	186	197	207	117	347	0	0	348	501	138	0	0	0	0	0	0	0
EXD1	107.240741	136	0	0	0	122	173	0	0	0	0	0	0	0	144	306	994	0	0	0	0	0	209	460	0	353	0	0	0	0	0	357	328	344	0	0	119	0	0	164	105	127	0	236	104	106	332	572	0	0	0	0	0	0	0	0
CHP1	107.240741	136	0	0	0	122	173	0	0	0	0	0	0	0	144	306	994	0	0	0	0	0	209	460	0	353	0	0	0	0	0	357	328	344	0	0	119	0	0	164	105	127	0	236	104	106	332	572	0	0	0	0	0	0	0	0
GOLGA5	107.222222	96	0	0	0	77	166	132	0	0	81	0	0	0	277	101	540	0	0	0	0	0	0	284	0	235	178	0	126	0	0	135	236	277	0	0	0	0	0	150	122	153	123	313	0	0	626	933	174	0	92	0	163	0	0	0
TMEM123	107.203704	219	167	0	111	157	215	102	0	0	162	138	146	0	235	0	347	0	0	0	0	0	0	270	0	207	0	0	0	0	0	190	270	181	98	112	146	0	0	148	189	210	218	498	0	0	255	460	121	77	140	0	0	0	0	0
PAPSS2	107.203704	284	222	0	140	117	379	140	0	0	335	225	86	0	225	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	149	242	116	0	159	0	88	237	222	228	367	297	0	0	639	302	202	0	122	0	0	0	0	0
HGH1	107.203704	69	78	0	0	114	201	122	0	0	132	88	0	0	306	160	475	0	0	0	0	0	0	412	0	341	0	0	0	0	0	281	345	243	0	86	211	70	0	199	169	127	116	341	0	0	312	624	167	0	0	0	0	0	0	0
PPP6C	107.185185	101	96	0	0	0	158	0	0	0	83	70	0	0	427	0	424	0	0	0	0	0	0	419	0	390	0	0	0	0	0	168	284	387	0	0	121	0	0	0	83	91	85	399	151	0	520	1186	62	0	83	0	0	0	0	0
CRYL1	107.148148	164	167	0	173	112	323	120	0	90	278	149	88	0	178	0	287	0	0	0	0	0	0	518	0	355	0	0	0	0	0	133	209	232	0	0	165	87	87	275	160	272	219	197	0	0	229	261	153	0	105	0	0	0	0	0
CDK13	107.129630	123	159	0	0	99	237	106	0	0	261	145	0	0	290	0	362	0	0	0	0	0	0	742	0	614	0	0	0	0	0	166	163	183	0	0	79	0	0	155	163	130	164	235	0	0	372	500	120	99	118	0	0	0	0	0
YEATS4	107.092593	83	0	0	0	0	0	107	0	0	96	106	94	0	188	238	585	0	0	0	0	0	0	742	0	680	195	0	101	0	0	158	274	216	0	0	115	0	0	261	176	148	0	197	0	0	249	652	122	0	0	0	0	0	0	0
TSNARE1	107.092593	144	103	0	89	0	138	129	0	0	120	0	71	0	646	0	208	0	0	0	0	0	0	524	0	394	0	0	0	0	0	273	233	327	0	0	148	0	0	129	115	0	186	472	0	0	388	825	121	0	0	0	0	0	0	0
PROSER2	107.074074	209	219	0	132	139	262	131	0	0	231	122	0	0	172	0	225	0	0	0	0	0	0	496	0	426	0	0	0	0	0	125	207	301	0	0	78	130	0	239	260	222	193	174	0	0	279	477	172	77	84	0	0	0	0	0
PPP2R1B	107.074074	205	178	0	107	115	195	0	0	0	239	159	0	0	0	145	407	0	0	0	0	0	0	647	0	588	0	0	0	0	0	147	208	162	0	0	182	0	0	183	233	223	197	230	0	0	209	617	104	102	0	0	0	0	0	0
ATXN10	107.074074	142	177	0	126	102	212	101	0	118	232	90	95	0	245	179	293	0	0	0	0	0	0	245	0	208	0	0	0	0	0	122	239	265	108	0	182	101	0	254	175	138	148	294	0	99	345	358	179	0	210	0	0	0	0	0
TRAPPC11	107.055556	136	133	0	0	0	104	85	0	0	154	0	75	0	369	142	416	0	0	0	0	0	0	834	0	687	0	0	0	0	0	115	185	202	0	0	0	0	0	194	94	123	137	435	0	0	365	608	0	106	82	0	0	0	0	0
TBC1D1	107.055556	181	139	0	68	110	225	102	0	0	192	144	0	0	207	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	426	189	116	0	186	0	0	210	158	175	185	756	0	0	154	1151	111	108	0	0	0	0	0	0
RWDD4	107.055556	136	133	0	0	0	104	85	0	0	154	0	75	0	369	142	416	0	0	0	0	0	0	834	0	687	0	0	0	0	0	115	185	202	0	0	0	0	0	194	94	123	137	435	0	0	365	608	0	106	82	0	0	0	0	0
DLG5	107.055556	117	148	0	77	139	210	130	0	0	223	98	0	0	388	86	298	0	0	0	0	0	0	303	0	210	0	0	0	0	0	219	369	207	0	0	126	108	0	157	110	163	133	282	0	170	443	585	185	0	97	0	0	0	0	0
NFKBID	107.037037	0	0	0	0	0	70	0	0	0	111	0	0	0	279	0	191	0	0	0	0	0	0	806	0	685	0	0	0	0	0	328	468	447	0	0	0	0	0	0	0	0	0	763	0	0	414	1218	0	0	0	0	0	0	0	0
MEPCE	107.037037	0	65	0	0	0	120	103	0	0	85	0	0	0	230	82	345	0	0	0	0	0	196	1098	0	1048	0	0	0	0	0	189	260	288	0	101	0	99	0	157	0	0	0	228	0	0	470	505	111	0	0	0	0	0	0	0
ACO1	107.037037	120	136	0	0	96	186	122	0	0	162	0	0	0	363	122	628	0	0	0	0	0	0	354	0	372	0	0	0	0	0	260	243	321	83	0	117	0	0	136	86	144	187	349	0	0	408	660	0	0	125	0	0	0	0	0
ZFYVE21	107.000000	156	135	0	0	75	169	76	0	0	167	122	0	0	172	89	305	0	0	0	0	0	0	660	0	572	0	0	0	0	0	196	175	246	0	84	220	69	0	219	198	137	125	239	0	0	314	576	192	0	90	0	0	0	0	0
XRCC3	107.000000	156	135	0	0	75	169	76	0	0	167	122	0	0	172	89	305	0	0	0	0	0	0	660	0	572	0	0	0	0	0	196	175	246	0	84	220	69	0	219	198	137	125	239	0	0	314	576	192	0	90	0	0	0	0	0
MFAP3L	107.000000	157	178	0	139	111	226	97	0	98	230	167	84	0	326	0	397	0	0	0	0	0	0	266	0	213	0	0	0	0	0	192	211	259	76	109	171	88	0	198	110	224	185	227	0	0	402	342	200	95	0	0	0	0	0	0
RTL10	106.962963	96	124	0	0	0	118	0	0	0	141	0	0	0	231	157	430	0	0	0	0	0	222	742	128	620	0	0	0	0	0	251	288	299	0	0	99	0	0	139	103	149	97	196	0	0	420	630	96	0	0	0	0	0	0	0
GNB1L	106.962963	96	124	0	0	0	118	0	0	0	141	0	0	0	231	157	430	0	0	0	0	0	222	742	128	620	0	0	0	0	0	251	288	299	0	0	99	0	0	139	103	149	97	196	0	0	420	630	96	0	0	0	0	0	0	0
BCL3	106.870370	118	121	0	101	165	211	0	0	0	216	134	84	0	261	0	168	0	0	0	0	0	0	325	0	197	0	0	0	0	0	367	154	431	0	61	157	93	84	212	227	142	147	145	0	0	345	953	152	0	0	0	0	0	0	0
PTAR1	106.851852	124	87	0	142	122	109	111	0	0	121	0	139	0	190	166	483	0	0	0	0	0	0	472	0	437	0	0	0	0	0	174	250	354	0	0	131	0	0	153	83	87	0	459	0	0	500	573	163	0	140	0	0	0	0	0
PHF1	106.851852	113	0	0	0	0	129	0	0	0	115	105	0	0	383	211	781	0	0	0	0	0	0	336	0	274	0	0	0	0	0	312	259	290	0	0	136	0	0	135	145	105	0	541	0	0	338	852	210	0	0	0	0	0	0	0
FAM172A	106.851852	0	108	0	0	109	135	68	0	0	152	0	158	0	331	204	550	0	0	0	0	0	0	435	0	373	0	0	0	0	0	115	169	265	0	0	120	103	0	127	120	118	138	230	0	0	536	1013	93	0	0	0	0	0	0	0
ZXDC	106.833333	172	134	0	109	0	180	107	0	103	134	0	0	0	242	0	180	0	0	0	0	0	0	325	0	244	0	0	0	0	0	239	465	296	0	110	141	91	0	194	172	191	193	557	0	0	214	591	133	133	119	0	0	0	0	0
GCDH	106.833333	168	0	0	0	0	122	0	0	0	0	0	0	0	123	0	365	0	0	0	0	0	0	205	0	197	605	460	317	253	0	141	276	137	0	0	0	0	0	132	112	0	0	154	0	0	196	159	0	0	0	421	965	108	153	0
ENGASE	106.814815	146	228	0	84	187	170	130	0	0	207	145	0	0	132	0	398	0	0	0	0	0	0	553	0	388	0	0	0	0	0	216	167	245	82	0	86	0	0	263	181	126	196	295	0	0	256	513	159	83	132	0	0	0	0	0
SLC38A1	106.796296	140	124	0	74	0	212	149	0	104	169	102	98	0	214	159	711	0	0	0	0	0	0	165	0	117	0	0	0	0	0	231	258	309	0	0	149	0	0	156	158	139	119	156	0	0	346	881	129	80	118	0	0	0	0	0
CASTOR2	106.777778	143	150	0	105	0	155	0	0	70	178	126	0	0	431	0	281	0	0	0	0	0	0	0	0	116	0	0	0	0	0	217	329	291	0	0	83	0	0	227	148	131	217	494	0	0	756	1009	109	0	0	0	0	0	0	0
VPS25	106.759259	0	0	0	0	0	0	0	0	0	0	0	0	0	486	110	531	0	0	0	0	0	0	217	0	245	430	148	128	159	0	166	243	423	0	0	0	0	0	0	0	0	0	399	0	0	561	1287	0	0	0	0	232	0	0	0
PITPNC1	106.759259	162	216	0	118	107	260	100	0	66	244	142	106	0	211	0	268	0	0	0	0	0	0	0	0	97	0	0	0	0	0	310	421	331	179	0	135	0	0	163	93	106	147	292	0	0	587	438	190	134	142	0	0	0	0	0
RNF150	106.740741	446	174	114	147	138	276	146	0	0	245	178	120	0	227	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	347	318	0	0	119	0	104	232	217	197	220	334	0	0	329	431	116	0	117	0	0	0	0	0
INTS6	106.740741	138	119	0	0	0	0	0	0	0	0	0	0	0	0	96	316	0	0	0	0	0	0	1247	0	1191	0	0	0	0	0	220	215	392	0	0	0	0	0	107	0	74	147	388	0	91	355	668	0	0	0	0	0	0	0	0
ILKAP	106.685185	234	219	0	154	116	244	166	0	0	167	138	68	0	128	142	353	0	0	0	0	0	0	278	0	238	0	0	0	0	0	196	283	222	117	110	193	0	0	241	315	225	184	104	0	0	281	358	150	0	137	0	0	0	0	0
PNKP	106.666667	108	0	0	0	0	0	95	0	0	118	0	122	0	477	0	257	0	0	0	0	0	0	306	0	247	0	0	0	0	0	263	279	314	156	113	210	0	0	350	390	275	0	433	85	0	235	808	119	0	0	0	0	0	0	0
PANX1	106.666667	130	133	0	84	96	162	0	0	0	212	0	84	0	217	90	427	0	0	0	0	0	0	345	0	256	0	0	0	0	0	273	349	210	0	130	155	0	0	118	149	205	144	358	0	0	507	772	154	0	0	0	0	0	0	0
TMSB4X	106.648148	107	111	0	0	83	123	0	0	0	165	0	0	0	343	0	0	0	0	0	0	0	0	1166	0	1059	0	0	0	0	0	273	107	355	0	0	0	0	0	125	111	132	0	289	0	0	364	713	133	0	0	0	0	0	0	0
RTN3	106.648148	259	163	0	0	0	130	115	0	0	151	0	0	0	177	112	335	0	0	0	0	0	0	848	0	641	0	0	0	0	0	234	288	236	0	0	75	121	0	123	169	101	99	363	0	105	296	541	77	0	0	0	0	0	0	0
KIF1B	106.648148	159	128	0	0	83	139	0	0	0	141	73	0	0	219	80	316	0	0	0	0	0	0	643	0	512	0	0	0	0	0	152	264	245	0	60	85	0	0	167	113	125	157	574	99	0	308	785	132	0	0	0	0	0	0	0
CDON	106.648148	181	156	0	102	123	211	109	0	0	232	131	84	0	283	106	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	227	192	0	0	84	185	98	208	174	165	253	398	0	0	376	805	172	99	111	0	0	0	0	0
GTF2B	106.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	171	95	379	0	0	0	0	0	0	1633	0	1469	130	0	99	0	0	0	242	230	0	0	0	0	0	122	0	193	0	220	0	0	288	356	0	0	0	0	131	0	0	0
ABL1	106.629630	182	210	0	99	117	184	152	0	0	210	119	120	0	132	0	312	0	0	0	0	0	0	527	0	414	0	0	0	0	0	169	332	213	0	0	114	0	0	207	122	198	215	377	0	0	389	576	68	0	0	0	0	0	0	0
